timestamp,total_power
.063,11730
.126,11422
1.062,11884
1.125,12038
1.187,12578
1.249,13274
1.314,13081
1.372,12927
1.432,12577
1.494,12271
1.559,12118
1.621,11769
1.683,11769
1.745,11924
1.810,11770
2.081,11770
2.143,12078
2.210,12230
2.276,12230
2.345,12383
2.408,12383
2.474,12385
2.547,12537
2.611,12692
2.677,12846
2.738,12846
2.801,13307
2.866,13000
2.937,12538
3.064,12078
3.128,11883
3.191,12192
3.259,12345
3.321,12498
3.384,12692
3.447,13154
3.508,13500
3.571,13849
3.638,13539
3.701,13385
3.764,13499
3.831,13500
4.062,13192
4.124,13345
4.187,13460
4.247,13460
4.310,13614
4.373,13307
4.440,13307
4.504,13152
4.568,13152
4.637,13307
4.701,13307
4.763,13768
4.830,13460
4.895,13307
5.065,13152
5.130,13152
5.196,13154
5.259,12846
5.326,13000
5.389,13001
5.450,13155
5.512,13153
5.573,13154
5.636,13000
5.698,12693
5.763,12693
5.833,12077
6.072,12232
6.138,12538
6.201,12693
6.267,12652
6.331,12652
6.395,12693
6.460,12693
6.524,12384
6.592,12077
6.657,12232
6.722,12846
6.785,12693
6.852,12538
7.066,13041
7.137,13041
7.206,13734
7.275,13579
7.341,13236
7.409,13579
7.472,16498
7.536,19820
7.601,22187
7.664,24437
7.724,22987
7.784,21539
