timestamp,total_power
.069,11885
.134,11578
1.063,11578
1.124,12233
1.186,12888
1.248,13430
1.310,13430
1.371,13122
1.430,13082
1.491,12621
1.555,12118
1.617,11965
1.685,11811
1.747,11771
1.812,11926
1.878,12080
2.064,12233
2.124,12541
2.184,12695
2.251,12541
2.315,12695
2.381,12695
2.448,12695
2.510,12693
2.578,12846
2.649,13000
2.712,13155
2.773,13463
2.836,13155
3.066,12693
3.129,12693
3.192,12539
3.255,12693
3.319,13000
3.379,13309
3.444,13309
3.513,13655
3.579,14351
3.649,14042
3.712,13850
3.776,13543
3.840,13543
4.062,13042
4.134,13195
4.197,13349
4.268,13504
4.335,13309
4.398,13309
4.461,13309
4.536,13001
4.599,13001
4.665,13154
4.728,13309
4.789,13309
4.853,13309
4.917,13154
5.068,13155
5.130,12849
5.194,12695
5.257,12695
5.321,12848
5.386,12847
5.447,13001
5.513,13155
5.579,13309
5.640,13000
5.701,12541
5.767,12346
5.832,12038
6.070,12193
6.142,12386
6.207,12541
6.271,12695
6.340,12847
6.417,12693
6.486,12387
6.550,12387
6.617,12232
6.684,12387
6.747,12501
6.814,12347
6.877,12193
7.063,12039
7.127,12541
7.196,12734
7.260,12927
7.329,13276
7.396,12928
7.461,12928
7.524,13430
7.591,15042
7.657,17611
7.725,20473
7.788,22839
7.856,24291
7.922,25430
8.069,26533
8.133,27630
8.201,29038
8.267,26147
