timestamp,total_power
.061,10033
.123,10072
1.059,10534
1.120,10881
1.186,11578
1.249,12118
1.310,12118
1.372,11811
1.445,11309
1.508,11154
1.571,10961
1.635,11115
1.698,11423
1.767,11424
1.831,11424
2.078,11424
2.146,11578
2.210,11424
2.279,11578
2.349,11578
2.412,11578
2.478,11885
2.540,12039
2.600,12193
2.666,12193
2.726,12347
2.792,12348
2.860,11731
2.928,11269
3.061,11116
3.124,11424
3.192,11578
3.258,11731
3.318,12193
3.381,12192
3.446,12347
3.516,12193
3.582,12233
3.644,12774
3.709,12734
3.773,12887
3.837,12888
4.063,12694
4.123,12848
4.186,12848
4.255,12347
4.320,12192
4.390,12193
4.459,11999
4.524,12154
4.588,12307
4.653,12461
4.717,12501
4.783,12501
4.843,11999
5.064,11693
5.133,11691
5.198,11537
5.262,11999
5.330,12039
5.400,12347
5.470,12499
5.533,12499
5.610,12499
5.677,12347
5.742,12193
5.807,11885
5.870,12039
6.064,12039
6.139,12039
6.212,12193
6.273,12347
6.335,12193
6.409,12040
6.475,12039
6.543,11885
6.614,11846
6.682,12193
6.749,12193
6.810,12348
6.870,12193
7.064,12193
7.132,11885
7.197,11578
7.266,11578
7.330,11731
7.394,12387
7.460,12888
7.521,13583
7.589,13697
7.655,13542
7.721,14237
7.787,15234
7.853,17953
8.066,20322
8.133,22878
8.199,24784
8.262,26227
8.327,27744
8.391,28886
8.450,28394
8.517,25996
