timestamp,total_power
.063,11885
.127,11885
1.061,12347
1.125,12386
1.189,12887
1.254,13121
1.318,12776
1.381,12312
1.446,12272
1.508,12272
1.570,12427
1.632,12233
1.692,12387
1.753,11926
1.818,11464
1.880,11309
2.066,11463
2.132,11771
2.196,12233
2.259,12695
2.328,12848
2.392,13154
2.463,13154
2.530,13001
2.600,12847
2.668,13002
2.731,13000
2.796,13000
2.866,13000
3.064,13000
3.124,13000
3.190,13155
3.255,13000
3.319,13000
3.386,12693
3.451,12847
3.521,13194
3.585,13695
3.647,13696
3.707,13694
3.769,13847
3.828,13349
4.066,13041
4.133,12887
4.200,12733
4.265,12846
4.327,13000
4.387,13309
4.454,13309
4.527,13463
4.599,13309
4.663,13155
4.727,13000
4.792,13001
4.855,12847
5.067,12540
5.135,12847
5.201,13000
5.264,13155
5.326,13155
5.390,13001
5.458,12847
5.522,12232
5.586,12233
5.651,12387
5.716,12541
5.781,12501
5.842,12501
6.072,12347
6.145,12040
6.211,11694
6.277,11693
6.343,11693
6.414,11846
6.479,12154
6.549,12501
6.609,12501
6.671,12499
6.736,12501
6.801,12193
6.864,11731
7.070,11731
7.140,12079
7.204,12848
7.265,12887
7.330,13542
7.391,13888
7.456,13888
7.519,13543
7.592,14581
7.659,16989
7.724,20015
7.792,22379
7.854,24287
7.916,25582
8.064,26834
8.135,27934
8.205,28883
8.284,29678
8.351,30329
8.418,30626
8.486,30930
8.552,31724
8.615,32022
8.678,32518
8.738,32816
8.801,32959
8.864,30249
