timestamp,total_power
.059,11271
.122,11271
1.064,11271
1.126,11424
1.189,12121
1.258,12467
1.320,12466
1.385,12272
1.445,12121
1.508,11618
1.571,11464
1.637,11310
1.698,11310
1.762,11773
1.837,11309
2.060,11464
2.129,11618
2.195,12080
2.259,11771
2.324,12080
2.390,11731
2.453,11885
2.516,12193
2.579,12348
2.643,12348
2.713,12501
2.779,12807
2.840,12193
3.063,11733
3.127,11578
3.191,11578
3.264,11773
3.333,12080
3.399,12542
3.465,12695
3.534,12695
3.607,12693
3.670,13236
3.736,12774
3.800,12774
3.864,12620
3.929,12582
4.069,12427
4.139,12581
4.202,12736
4.263,12696
4.327,12233
4.391,12233
4.458,11885
4.523,11885
4.587,12040
4.652,12193
4.719,12348
4.786,12501
4.853,12655
5.065,12193
5.129,11846
5.193,11846
5.258,11693
5.321,12193
5.387,12348
5.450,12501
5.514,12693
5.575,12693
5.641,12693
5.709,12348
5.773,12040
5.838,11733
6.071,11885
6.132,12039
6.200,12193
6.272,12348
6.341,12655
6.404,12347
6.470,12193
6.536,12348
6.602,12040
6.670,12193
6.733,12348
6.798,12348
6.861,12039
7.062,12193
7.128,12388
7.192,12040
7.257,11808
7.322,11693
7.385,12194
7.448,12233
7.512,13195
7.576,13699
7.643,13699
7.704,13543
7.767,14392
7.833,14777
8.064,15928
8.132,18643
8.201,21316
8.263,23566
8.329,25432
8.396,26989
8.467,27937
8.531,29037
8.596,29985
8.660,30628
8.730,30817
8.794,31423
8.859,31725
8.923,31764
9.069,32216
9.131,32669
9.191,33272
9.260,33272
9.324,33121
9.390,33119
9.453,32966
9.518,33422
9.583,33574
9.646,34024
9.707,34370
9.776,34216
9.839,34369
10.065,34064
10.131,33913
10.195,33614
10.259,33913
10.325,34064
10.388,34217
10.446,34218
10.506,34367
10.566,34366
10.628,34366
10.692,34366
10.755,34214
10.822,34217
10.886,34065
11.065,34214
11.126,34520
11.186,34367
11.247,34818
11.307,34519
11.375,34214
11.441,34214
11.506,34214
11.570,34519
11.635,34817
11.699,34818
11.766,34665
12.068,34519
12.132,34519
12.196,34367
12.260,34519
12.324,34366
12.396,34552
12.463,34665
12.524,34970
12.584,34968
12.644,34818
12.707,34520
12.774,34367
12.842,34062
13.067,33615
13.131,33761
13.194,34061
13.255,34367
13.315,34366
13.375,32287
