timestamp,total_power
.062,11116
.124,11270
1.062,11424
1.122,11733
1.180,12232
1.238,12621
1.304,12621
1.366,12158
1.432,11812
1.499,11504
1.562,11504
1.625,11464
1.686,11618
1.746,11464
1.809,11310
2.064,10961
2.128,11115
2.190,11269
2.253,11269
2.320,11577
2.384,11885
2.443,12039
2.510,12193
2.578,12347
2.643,12347
2.711,12347
2.776,12193
2.849,11885
2.913,11578
3.071,11733
3.137,11885
3.201,12039
3.264,12193
3.328,12501
3.395,12348
3.460,12039
3.531,11887
3.595,11885
3.659,12427
3.724,13082
3.793,13042
3.858,12889
4.065,12734
4.136,12734
4.202,12387
4.266,12078
4.330,12233
4.404,12233
4.472,12232
4.537,12541
4.600,12693
4.669,12653
4.730,12655
4.792,12695
4.857,12040
5.064,11733
5.130,11885
5.194,12039
5.256,12193
5.317,12348
5.379,12499
5.446,12653
5.515,12693
5.580,12348
5.651,12193
5.715,12193
5.779,12193
5.842,12193
6.064,12193
6.124,12347
6.192,12347
6.265,12387
6.330,12193
6.398,12040
6.462,12193
6.530,12387
6.604,12348
6.667,12501
6.732,12501
6.800,12501
6.866,12040
7.067,12040
7.132,11885
7.196,11733
7.262,12040
7.328,12193
7.389,12696
7.456,12888
7.517,14003
7.581,14003
7.647,13699
7.712,13541
7.777,15196
7.840,17913
8.064,20128
8.137,22689
8.197,24591
8.259,26187
8.325,27598
8.391,28587
8.455,29188
8.518,29831
8.584,30633
8.660,31083
8.723,31725
8.784,32183
8.845,32216
8.913,32327
9.067,32671
9.132,32822
9.203,32822
9.268,32669
9.333,32968
9.402,33117
9.466,33575
9.531,33873
9.598,34024
9.659,34175
9.727,34027
9.793,33914
9.862,33574
10.070,33422
10.135,33422
10.197,33874
10.262,34062
10.323,34067
10.386,34067
10.450,34065
10.515,31191
