timestamp,total_power
.067,11926
.128,12080
1.060,12542
1.122,12695
1.185,13390
1.249,13737
1.314,13585
1.379,13082
1.442,12621
1.507,12118
1.567,11965
1.629,12118
1.694,12233
1.758,12078
1.819,12233
2.063,12233
2.125,12541
2.189,12541
2.253,12581
2.317,12848
2.386,13042
2.448,13155
2.516,13309
2.583,13309
2.647,13463
2.715,13463
2.778,13463
2.845,13002
2.917,12542
3.064,12540
3.127,12694
3.188,13002
3.247,13155
3.308,13463
3.370,13617
3.435,13309
3.499,13154
3.564,13541
3.626,13541
3.690,13696
3.754,13848
3.818,13848
4.066,13810
4.130,13655
4.200,13501
4.263,13348
4.326,13154
4.390,13154
4.459,13309
4.523,13461
4.588,13615
4.655,13615
4.715,13615
4.778,13463
4.843,13154
4.906,12848
5.063,12695
5.127,12848
5.191,12846
5.254,13000
5.315,13001
5.376,13155
5.437,13154
5.500,12848
5.565,12656
5.629,12502
5.694,12347
5.759,12501
5.823,12501
6.063,12501
6.127,12655
6.194,12807
6.259,12809
6.330,12502
6.397,12347
6.463,12347
6.526,12541
6.596,12695
6.664,12810
6.726,12810
6.786,12655
6.848,12193
7.065,12079
7.132,12233
7.195,12427
7.262,12928
7.325,13584
7.387,13585
7.446,13699
7.505,14544
7.565,16960
7.632,18909
7.695,21431
7.759,23223
7.823,24784
8.064,26381
8.133,27635
8.195,28885
8.255,29831
8.321,30786
8.384,30930
8.449,31427
8.512,31572
8.575,32030
8.646,32365
8.712,32822
8.774,33117
8.837,33119
9.067,33274
9.131,32968
9.206,33119
9.269,33117
9.334,33270
9.399,33567
9.467,33913
9.530,34024
9.593,34367
9.655,34519
9.722,34519
9.786,34214
9.852,33913
9.916,33462
10.064,33462
10.129,33462
10.203,33768
10.269,33914
10.335,34067
10.398,34367
10.463,34214
10.526,34217
10.590,34217
10.657,34520
10.726,34519
10.795,34519
10.855,34672
11.065,34367
11.128,34214
11.190,34214
11.256,34214
11.322,34217
11.387,33908
11.456,34214
11.521,34520
11.582,34366
11.644,34367
11.703,34665
11.763,34672
11.827,34519
11.895,34214
12.064,33761
12.143,33912
12.206,34214
12.266,34366
12.331,34672
12.394,34665
12.462,34665
12.527,34970
12.595,34512
12.662,34519
12.726,34519
12.790,34519
12.857,34672
13.064,33575
