timestamp,total_power
.060,11885
.123,11772
1.061,12080
1.124,12233
1.186,12928
1.252,13430
1.316,13430
1.379,13082
1.439,13083
1.502,12427
1.565,12120
1.628,11965
1.692,11811
1.756,11926
1.821,11926
1.886,12120
2.070,12427
2.129,12541
2.188,12695
2.253,12693
2.316,12693
2.386,12693
2.451,12693
2.519,13001
2.584,13000
2.650,13155
2.711,13309
2.774,13463
2.840,12847
3.070,12540
3.137,12540
3.200,12540
3.263,12849
3.324,13155
3.390,13309
3.458,13463
3.519,13847
3.582,13694
3.654,13544
3.718,13389
3.782,13543
3.845,13041
4.066,13041
4.131,13195
4.194,13504
4.256,13155
4.321,13155
4.386,13309
4.453,13155
4.516,13001
4.579,13000
4.644,13155
4.706,13309
4.774,13309
4.834,13309
5.075,13001
5.146,12694
5.213,12694
5.277,12694
5.341,12849
5.408,12847
5.473,13155
5.540,13000
5.600,13154
5.661,13154
5.725,12653
5.792,12501
5.855,12195
5.921,12040
6.069,11848
6.139,12195
6.211,12039
6.283,12502
6.353,12348
6.417,12348
6.483,12193
6.552,12193
6.622,12039
6.686,12193
6.751,12347
6.817,12655
6.879,12348
7.064,12695
7.131,12888
7.196,12928
7.261,12888
7.326,13042
7.391,13042
7.455,13390
7.519,15502
7.580,18073
7.646,20781
7.708,22993
7.769,24590
7.842,25582
8.068,26838
8.137,28280
8.205,29075
8.267,30329
8.331,30778
8.399,31421
8.461,31877
8.522,32030
8.587,32064
8.652,32516
8.720,32669
8.783,32669
8.848,32815
9.064,32968
9.124,33272
9.185,33728
9.255,33575
9.322,33421
9.392,33312
9.456,33310
9.519,33767
9.586,33913
9.650,34217
9.716,34370
9.786,34218
9.855,34066
10.065,33767
10.128,33463
10.192,33463
10.258,32784
10.325,29456
