timestamp,total_power
.016,12137
.034,12137
.061,12137
.128,12137
.196,12137
.264,12137
.328,12137
.398,12137
.464,11738
.530,12138
.607,11738
.844,11740
.911,11740
.977,12139
1.046,11740
1.113,11740
1.177,11740
1.244,11740
1.311,11740
1.382,11740
1.448,11740
1.514,11638
1.588,11739
1.738,11639
1.837,11740
1.911,11639
1.974,11740
2.041,11740
2.110,11740
2.179,11740
2.248,11740
2.314,11740
2.379,11740
2.448,11740
2.515,11740
2.587,11639
2.807,11637
2.874,11536
2.941,11536
3.009,11738
3.078,11536
3.146,11738
3.210,11738
3.276,11536
3.342,11738
3.410,11738
3.475,11536
3.542,11738
3.609,11738
3.839,11536
3.905,11536
3.973,11536
4.040,11637
4.109,11638
4.175,11537
4.245,11536
4.308,11537
4.376,11537
4.444,11537
4.510,11536
4.584,11738
4.867,11738
4.936,11940
5.004,12242
5.071,12243
5.138,12843
5.207,12844
5.274,12844
5.347,12845
5.420,12445
5.487,12243
5.554,12243
5.621,12242
5.855,12042
5.923,12042
6.000,12641
6.078,12641
6.146,12641
6.226,12843
6.293,14841
6.358,17238
6.437,16641
6.506,15645
6.578,14745
6.649,14543
6.858,13341
