timestamp,total_power
.016,11340
.032,11340
.059,11839
.263,11841
.335,11841
.402,11841
.471,12139
.539,12139
.607,12038
.674,12139
.743,12139
.810,12139
.883,12139
.951,12139
1.016,12139
1.248,12139
1.317,12138
1.389,12138
1.456,12138
1.525,12137
1.591,12036
1.659,12036
1.728,12137
1.796,12036
1.863,12036
1.933,12137
2.004,12036
2.067,12137
2.279,12138
2.344,12138
2.415,12138
2.485,12137
2.552,12037
2.619,12138
2.686,12139
2.755,12038
2.822,12037
2.888,12037
2.956,12038
3.030,12038
3.255,12037
3.323,12137
3.388,12137
3.459,12137
3.524,12137
3.595,12036
3.665,12137
3.732,12137
3.801,12036
3.867,12137
3.936,12036
4.003,12036
4.071,12036
4.276,12036
4.341,12036
4.411,12036
4.476,12137
4.543,12036
4.611,12036
4.677,12137
4.749,12036
4.834,12137
4.903,12137
4.974,12138
5.046,11739
5.291,12843
5.360,12944
5.430,12946
5.499,12946
5.567,12946
5.630,12446
5.694,12345
5.760,12244
5.826,12244
5.892,12244
5.959,12143
6.030,12043
6.195,12742
6.293,13141
6.362,13343
6.434,14343
6.502,17645
6.564,21438
6.631,24735
6.698,27431
6.764,29836
6.835,27954
6.908,25559
6.981,23058
7.056,21456
7.206,18440
7.321,17338
