timestamp,total_power
.015,11339
.031,11739
.056,11738
.124,11841
.187,11740
.253,11841
.320,11740
.388,11740
.449,11740
.513,11740
.581,11738
.785,11738
.853,11738
.920,11739
.987,11740
1.051,11740
1.121,11740
1.188,11740
1.256,11739
1.326,11739
1.395,11739
1.466,11740
1.532,11738
1.602,11738
1.820,11738
1.891,11637
1.960,11738
2.028,11738
2.094,11738
2.161,11738
2.231,11637
2.296,11739
2.366,11738
2.438,11740
2.505,11740
2.575,11739
2.786,11637
2.857,11637
2.924,11637
2.992,11738
3.063,11637
3.129,11637
3.198,11738
3.265,11637
3.336,11738
3.404,11738
3.473,11639
3.542,11740
3.803,11639
3.875,11639
3.941,11740
4.009,11639
4.080,11639
4.146,11639
4.214,11538
4.282,11639
4.353,11637
4.420,11637
4.485,11638
4.557,11637
4.796,11638
4.872,12137
4.947,12537
5.019,11740
5.090,11740
5.158,12042
5.223,12242
5.293,12244
5.361,12444
5.427,12945
5.495,12946
5.570,12946
5.837,12244
5.910,12244
5.976,12244
6.043,12143
6.114,12043
6.184,12143
6.251,12744
6.317,12744
6.386,12845
6.460,13545
6.528,16839
6.594,20540
6.734,27431
6.836,28745
6.924,25959
6.997,23957
7.076,21557
7.142,19941
7.208,18440
7.276,17439
7.346,16939
