timestamp,total_power
.018,11839
.033,11738
.088,11839
.161,11839
.228,11839
.297,12138
.371,12139
.434,12139
.504,12138
.573,12036
.641,12137
.863,12137
.933,12137
.999,12238
1.066,12137
1.131,12238
1.198,12137
1.265,12137
1.333,12137
1.403,11738
1.470,11738
1.537,11738
1.609,11637
1.834,11637
1.903,11738
1.976,11738
2.047,11738
2.112,11738
2.183,11738
2.252,11738
2.318,11738
2.388,11738
2.453,11738
2.524,11738
2.594,11738
2.831,11637
2.897,11637
2.965,11738
3.037,11637
3.106,11738
3.173,11738
3.239,11637
3.305,11738
3.374,11637
3.442,11637
3.508,11738
3.583,11637
3.652,11738
3.865,11739
3.933,11739
4.001,11638
4.069,11639
4.138,11638
4.206,11639
4.274,11639
4.341,11639
4.411,11638
4.480,11639
4.549,11638
4.622,11738
4.884,11738
4.948,12137
5.018,12238
5.087,12238
5.154,12738
5.217,13040
5.286,13040
5.356,13242
5.426,13343
5.494,13444
5.561,12944
5.634,12944
5.867,12242
5.938,12242
6.006,12242
6.074,12141
6.142,12041
6.214,12242
6.282,12742
6.344,12742
6.407,13242
6.479,13742
6.549,15839
6.614,19939
6.867,29736
6.936,27351
7.011,25351
7.074,23250
7.138,21749
7.203,20237
7.273,19237
