timestamp,total_power
.016,11441
.033,11840
.056,11840
.129,11840
.195,11840
.261,11841
.329,12139
.396,11841
.463,12139
.531,12139
.599,12139
.826,12240
.894,12139
.961,12240
1.029,12139
1.096,12240
1.161,12139
1.228,12139
1.295,12139
1.365,12139
1.433,12139
1.498,11740
1.563,11740
1.827,11639
1.901,12139
1.965,11740
2.033,11740
2.099,11740
2.166,11740
2.233,11740
2.301,11740
2.369,11740
2.440,11740
2.506,11740
2.575,11740
2.730,11740
2.831,11639
2.899,12138
2.968,11738
3.039,11637
3.104,11738
3.173,11637
3.239,11738
3.303,11738
3.370,11738
3.440,11738
3.507,11738
3.579,11738
3.730,11740
3.832,11740
3.898,12139
3.966,11740
4.037,11639
4.103,11637
4.168,11738
4.237,11637
4.308,11637
4.374,11739
4.442,11639
4.509,11639
4.587,11740
4.739,11740
4.864,11739
4.943,11638
5.011,11639
5.091,11639
5.170,11840
5.236,12042
5.306,12244
5.374,12244
5.438,12844
5.503,12946
5.584,12946
5.824,12643
5.891,12643
5.956,12643
6.021,12542
6.085,12941
6.150,12841
6.217,13039
6.289,13542
6.358,13542
6.427,13640
6.496,14741
6.562,17645
6.631,21837
6.822,29735
6.890,31635
6.956,33831
7.022,35331
7.088,36629
7.154,38038
7.221,37939
7.290,35059
7.357,32158
7.429,29155
7.508,26254
7.574,24351
7.747,20839
