timestamp,total_power
.014,12538
.082,12937
.182,12937
.249,13038
.314,12937
.384,12937
.450,12937
.517,12937
.584,12937
.655,12937
.723,12937
.789,12937
.854,12937
.922,12937
1.086,12937
1.183,12937
1.253,12937
1.321,12937
1.391,12937
1.459,12538
1.526,12538
1.596,12538
1.670,12538
1.738,12538
1.811,12538
1.880,12538
1.947,12538
2.207,12538
2.274,12538
2.342,12538
2.410,12538
2.481,12538
2.549,12538
2.616,12538
2.686,12538
2.753,12538
2.821,12038
2.891,12538
2.962,12538
3.167,12139
3.235,12139
3.301,12538
3.372,12139
3.440,12139
3.507,12139
3.575,12139
3.641,11740
3.712,12139
3.779,12139
3.846,12139
3.912,12139
3.979,12139
4.208,12139
4.279,12139
4.345,12139
4.414,12139
4.480,12139
4.547,12139
4.616,12139
4.687,12139
4.763,12139
4.839,12139
4.908,11740
4.980,11740
5.219,12244
5.287,12845
5.361,13047
5.431,12946
5.496,12845
5.565,12845
5.630,12744
5.699,12643
5.768,12643
5.835,12643
5.909,12442
5.977,12643
6.204,12345
6.272,12845
6.352,13444
6.441,16441
6.510,20643
6.576,24337
6.645,27039
6.713,29838
6.780,31636
6.846,33433
6.913,34341
6.978,36240
7.159,38939
7.226,39040
7.291,39439
7.358,40438
7.425,40837
7.496,41236
7.561,41236
7.625,41736
7.692,42135
7.759,42534
7.825,41548
7.897,37870
7.964,34067
8.159,26653
8.243,24251
