timestamp,total_power
.019,11341
.130,11740
.197,11740
.260,11841
.328,11841
.394,11841
.460,12240
.525,12139
.589,12139
.653,12139
.721,12139
.784,11740
.852,12139
.914,12138
1.140,12240
1.205,11840
1.271,12239
1.336,12240
1.405,12139
1.470,12240
1.533,11740
1.596,11740
1.662,11639
1.729,11639
1.795,11740
1.861,11639
1.934,11740
2.179,11740
2.248,11740
2.313,11740
2.376,11740
2.442,11740
2.506,11740
2.574,11740
2.636,12139
2.702,11740
2.767,11740
2.831,11639
2.897,11637
2.966,12137
3.160,12137
3.226,12137
3.293,11738
3.358,12137
3.421,12137
3.489,11738
3.552,11738
3.619,11637
3.686,12137
3.749,11738
3.814,11637
3.882,11738
3.944,11738
4.168,11637
4.233,11738
4.297,11738
4.362,11637
4.428,11637
4.493,11738
4.557,11637
4.624,11637
4.690,11738
4.754,11637
4.827,12137
4.903,12137
4.969,12137
5.147,12541
5.219,12641
5.286,12641
5.357,12944
5.423,12944
5.490,12944
5.559,12944
5.626,12843
5.689,12742
5.756,12343
5.825,12242
5.890,12242
5.960,12641
6.201,12742
6.283,12742
6.352,12843
6.421,13944
6.494,16449
6.568,20641
6.633,23937
6.703,27031
6.770,28931
6.838,30837
6.906,32735
6.973,34134
7.199,38130
7.263,38231
7.330,39029
7.400,39928
7.465,40337
7.533,40836
7.599,41336
7.664,41724
7.730,42123
7.795,42235
7.861,42224
7.939,39350
8.200,26854
8.269,24847
8.338,22946
