timestamp,total_power
.019,11841
.041,11841
.112,11841
.180,11841
.252,11740
.321,12240
.385,12139
.453,12139
.519,12139
.589,12139
.658,11740
.727,11740
.897,12240
.966,11740
1.032,12240
1.099,11841
1.165,12240
1.236,11740
1.304,11740
1.371,11740
1.440,11740
1.509,11639
1.575,11639
1.639,11740
1.711,11740
1.871,11740
1.972,11740
2.040,11740
2.108,11740
2.177,11740
2.242,11740
2.311,11740
2.380,11740
2.450,11740
2.520,11740
2.587,11740
2.655,11639
2.722,11639
2.862,11740
2.961,11639
3.031,11740
3.100,11740
3.166,11740
3.233,11740
3.300,11639
3.366,11740
3.432,11740
3.499,11740
3.567,11740
3.636,11740
3.702,11740
3.863,11639
3.966,11639
4.032,11639
4.099,11740
4.167,11639
4.233,11639
4.299,11740
4.365,11639
4.434,11639
4.499,11740
4.564,11740
4.646,12139
4.717,12538
4.935,12841
5.002,13042
5.073,13042
5.145,13643
5.211,13744
5.279,13744
5.347,13744
5.411,13244
5.476,13143
5.540,13143
5.607,13042
5.672,13042
5.739,12941
5.902,12841
5.970,12841
6.036,13039
6.102,13542
6.168,13542
6.240,14041
6.310,15140
6.374,18443
6.441,22237
6.508,25533
6.574,28235
6.642,30534
6.711,32433
6.967,37937
7.033,38338
7.095,39338
7.160,39838
7.226,40338
7.290,41136
7.354,41635
7.419,42534
7.485,42534
7.548,42933
7.613,43433
7.678,43844
7.743,42847
7.943,32763
8.012,29859
8.081,27851
8.150,25849
8.226,24049
