QC_condition,mean_pue,std_pue,nb_runs
QC_128,3.180841474081267,0.09267368465403135,10
QC_16,4.289536671036174,0.10177109254013314,10
QC_256,2.567094352556785,0.02676151960927887,10
QC_32,4.1116262343433965,0.09244773868476679,10
QC_64,3.707310662279132,0.08770780556818276,10
