timestamp,gpu_power
.000989248,82.34
.052470933,84.02
.189713755,83.98
.247403528,83.98
.299504934,67.00
.350169494,67.00
.402020730,67.91
.453683946,67.91
.505037925,67.80
.555394572,67.80
.606553431,67.89
.659373537,67.89
.710919868,67.80
.761993247,67.80
.812993487,67.81
.866098973,67.81
.917334622,68.05
.967353414,68.05
1.021417081,68.15
1.072745285,68.15
1.124582725,67.91
1.176757076,67.91
1.226974337,68.16
1.277924714,68.16
1.328202488,67.81
1.379263663,67.81
1.430359737,67.81
1.487645830,67.81
1.538024686,67.91
1.588837867,67.91
1.639013542,67.81
1.690393357,67.81
1.745027973,67.81
1.796412420,67.81
1.848487287,67.81
1.900345061,67.91
1.950468302,67.91
2.002012193,67.81
2.052959102,67.81
2.106982319,67.91
2.159132580,67.91
2.210433470,67.91
2.260439363,67.91
2.311380281,67.81
2.362944990,67.81
2.413800651,67.81
2.463971215,67.81
2.514020103,67.91
2.568438101,67.91
2.622254010,67.80
2.672685177,67.80
2.724405593,67.80
2.774852122,67.80
2.825979054,67.81
2.876869671,67.81
2.930923984,67.81
2.984301340,67.81
3.036191340,67.81
3.088626354,67.81
3.139900639,67.91
3.192676905,67.91
3.246377707,67.80
3.298091703,67.80
3.352662595,68.16
3.408271338,67.91
3.458327595,67.91
3.508317370,67.91
3.559794754,67.91
3.613974780,68.16
3.664152439,68.16
3.716182268,68.16
3.769241073,68.16
3.820125118,68.15
3.871420730,68.15
3.922582598,68.16
3.975899064,68.16
4.027513145,67.91
4.077836906,67.91
4.132842113,68.15
4.183414786,68.15
4.236327577,67.81
4.287406219,67.81
4.338690002,67.89
4.389776173,67.89
4.441957927,68.16
4.494995272,68.16
4.546239481,112.07
4.598315316,112.07
4.649462571,109.97
4.707344445,109.97
4.759371240,151.29
4.810520716,166.92
4.862582544,166.92
4.916267727,160.03
4.967237460,160.03
5.020168930,161.06
5.071123056,161.06
5.121735882,93.91
5.173705857,93.91
5.223835324,84.86
5.275537506,84.86
5.326808659,84.77
