QC_condition,mean_pue,std_pue,nb_runs
QC_128,3.6509762248331916,0.08897783337296578,10
QC_16,9.236151111814623,1.0848512766122032,10
QC_256,3.0555696411567967,0.04614930485105973,10
QC_32,7.054922221093283,0.651171503464535,10
QC_64,5.025079501516387,0.2720254105267276,10
