timestamp,total_power
.068,12039
.137,12039
1.058,12501
1.119,12693
1.181,12927
1.244,13430
1.311,12774
1.379,12312
1.448,12427
1.519,12427
1.585,12387
1.647,12233
1.713,12386
1.775,12080
1.845,11618
2.067,11309
2.130,11463
2.194,11771
2.262,12079
2.325,12693
2.395,13154
2.458,13461
2.521,13614
2.589,13614
2.660,13922
2.728,13768
2.791,14077
2.856,14077
3.067,13922
3.133,14117
3.194,14077
3.257,14231
3.321,14117
3.386,14271
3.453,14117
3.521,14117
3.586,14271
3.651,14923
3.711,14963
3.774,14923
3.838,15117
3.898,14615
4.064,14308
4.132,14310
4.195,13962
4.260,13962
4.323,14116
4.389,14271
4.462,14271
4.526,14117
4.589,13768
4.658,13615
4.722,13309
4.785,13154
4.849,13154
5.066,13154
5.127,13309
5.198,13155
5.263,13309
5.328,13463
5.395,13464
5.458,13616
5.523,13309
5.594,13000
5.655,13154
5.718,13000
5.781,13000
5.846,12539
6.067,12539
6.131,12541
6.195,12233
6.265,12040
6.330,11731
6.396,11885
6.461,12039
6.525,12347
6.594,12347
6.658,12653
6.731,12499
6.798,12193
6.862,11731
7.063,11578
7.132,11885
7.195,12039
7.256,12541
7.332,12694
7.397,13390
7.460,13889
7.527,13543
7.591,13545
7.659,14277
7.725,17297
7.789,19974
7.856,22231
8.067,23986
8.134,25581
8.202,27291
8.266,28088
8.336,28732
8.402,29075
8.467,29527
8.536,30285
8.603,30930
8.668,31574
8.734,32030
8.796,32328
8.865,32518
8.930,32174
9.064,30137
