timestamp,total_power
.056,11885
.125,11771
1.060,12080
1.122,12580
1.183,13082
1.243,13428
1.305,13235
1.367,13081
1.426,12772
1.490,12427
1.559,12118
1.621,11811
1.683,11924
1.746,11771
1.813,11926
2.062,12078
2.122,12233
2.183,12541
2.245,12386
2.311,12538
2.379,12540
2.444,12540
2.510,12693
2.578,12846
2.639,13000
2.699,13155
2.765,13309
2.825,13000
2.896,12540
3.064,12233
3.127,12386
3.190,12386
3.254,12540
3.314,13155
3.377,13155
3.443,13849
3.502,14157
3.565,14002
3.628,13696
3.692,13698
3.757,13655
3.824,13348
4.105,13503
4.170,13503
4.237,13617
4.301,13463
4.365,13309
4.428,13309
4.496,13154
4.563,13154
4.628,13309
4.692,13463
4.759,13463
4.820,13463
4.883,13463
5.101,12695
5.167,12541
5.229,12695
5.292,12693
5.355,12847
5.419,13001
5.484,13155
5.552,13001
5.612,13002
5.679,12656
5.742,12386
5.812,12038
5.875,12038
6.099,12040
6.167,12193
6.236,12347
6.311,12348
6.375,12347
6.445,12193
6.511,12193
6.579,12039
6.646,11846
6.715,12193
6.783,12348
6.845,12348
6.906,12193
7.098,12387
7.164,12696
7.236,12929
7.303,12579
7.368,12541
7.432,12387
7.499,14196
7.563,17265
7.636,20282
7.700,22494
7.769,24441
7.836,25848
7.900,26838
8.099,27483
8.167,28885
