timestamp,total_power
.062,11578
.127,11618
1.058,12039
1.127,12386
1.186,12887
1.245,13583
1.310,13276
1.373,12467
1.436,11963
1.499,11811
1.562,11811
1.625,11773
1.689,12078
1.753,11926
1.817,11926
2.061,11926
2.123,11926
2.187,11926
2.253,12080
2.318,12387
2.386,12695
2.448,12848
2.508,13001
2.571,13154
2.636,13309
2.700,13154
2.767,13000
2.832,12693
2.899,12233
3.062,12232
3.124,12540
3.190,12847
3.249,12653
3.315,13155
3.382,13309
3.451,13155
3.514,13194
3.578,13849
3.642,13696
3.706,13696
3.769,14002
3.833,13808
4.062,13501
4.126,13655
4.190,13501
4.254,13194
4.318,13040
4.382,13194
4.447,13349
4.511,13501
4.577,13615
4.638,13615
4.702,13615
4.766,13309
4.827,12846
5.061,12538
5.125,12538
5.192,12693
5.253,13154
5.317,13154
5.378,13155
5.443,13309
5.513,13155
5.577,13000
5.640,12654
5.704,12501
5.768,12346
5.830,12194
5.894,12194
6.071,12347
6.133,12346
6.195,12501
6.264,12193
6.329,12193
6.398,12040
6.471,12039
6.550,12233
6.615,12541
6.679,12541
6.743,12501
6.808,12807
6.869,12193
7.067,12193
7.137,12040
7.201,12541
7.266,12579
7.331,13390
7.394,13543
7.461,13545
7.521,13696
7.581,14390
7.647,15082
7.716,16043
7.784,18410
7.853,20513
8.063,22879
8.131,24937
8.192,26381
8.254,27637
8.324,28578
8.389,26341
