timestamp,total_power
.058,11885
.121,11772
1.061,12080
1.125,12078
1.187,12773
1.248,13430
1.312,13430
1.375,13236
1.436,12929
1.497,12427
1.561,12118
1.625,11811
1.693,11771
1.760,11771
1.824,11926
1.889,12080
2.070,12233
2.130,12386
2.189,12540
2.257,12695
2.321,12695
2.387,12695
2.454,12695
2.518,13002
2.585,12847
2.651,13000
2.713,13155
2.773,13309
2.834,13154
3.064,12849
3.128,12540
3.191,12541
3.254,12694
3.317,12847
3.380,13155
3.445,13309
3.507,13657
3.573,14351
3.637,13850
3.701,13696
3.780,13544
3.850,13350
4.062,13195
4.125,13349
4.189,13504
4.251,13349
4.317,13463
4.381,13309
4.445,13309
4.512,13002
4.574,13002
4.637,13309
4.701,13617
4.763,13615
4.827,13463
4.889,13463
5.070,13154
5.135,13001
5.199,13001
5.267,13042
5.330,13155
5.393,13155
5.463,13309
5.525,13309
5.590,13464
5.650,13000
5.716,12848
5.781,12541
5.845,12080
6.065,12388
6.134,12387
6.198,12693
6.277,12693
6.346,12847
6.409,12847
6.475,12501
6.541,12501
6.614,12387
6.677,12233
6.741,12387
6.806,12193
6.868,12040
7.061,12541
7.126,12694
7.193,13236
7.256,13236
7.321,12775
7.385,12734
7.449,14237
7.514,17269
7.574,20283
7.635,22536
7.699,24592
7.759,25735
7.826,26686
8.063,27483
8.129,28734
8.194,29680
8.257,30626
8.318,31083
8.378,31878
8.441,32030
8.504,32369
8.570,32518
8.634,32822
8.699,32822
8.766,32968
8.834,32975
8.899,32968
9.066,33272
9.127,33575
9.188,33873
9.256,33720
9.325,33422
9.389,33462
9.454,33461
9.520,33767
9.589,33911
9.661,34061
9.727,34367
9.797,34367
9.863,34214
10.064,33608
10.128,33615
10.192,33422
10.261,30097
