timestamp,total_power
.059,12192
.119,12078
1.065,12347
1.132,12499
1.194,13194
1.255,13580
1.319,13734
1.380,13539
1.445,13693
1.509,13192
1.574,13194
1.637,13194
1.702,13347
1.767,13194
1.832,13001
2.066,13001
2.126,13307
2.191,13462
2.253,13462
2.321,13307
2.386,13040
2.448,13000
2.512,13154
2.580,13307
2.643,13307
2.712,13460
2.772,13461
2.842,13000
3.062,12539
3.125,12232
3.187,12499
3.251,12499
3.311,12652
3.374,12806
3.439,13000
3.500,13309
3.562,13501
3.627,13539
3.691,13387
3.755,13387
3.819,13193
3.885,12885
4.062,13040
4.124,13154
4.190,13306
4.254,13152
4.318,13152
4.381,13000
4.458,12846
4.520,13000
4.584,13154
4.649,13152
4.714,13307
4.776,13461
4.836,13152
5.063,13000
5.127,12846
5.191,12846
5.255,12846
5.319,12846
5.380,13000
5.446,13001
5.509,13001
5.573,13000
5.634,12806
5.698,12499
5.761,12037
5.824,11884
6.063,11884
6.129,12037
6.192,12192
6.266,12344
6.336,12344
6.405,12344
6.470,12192
6.536,12039
6.604,11884
6.668,12039
6.733,12192
6.795,12192
6.856,12039
6.927,12039
7.066,12038
7.130,12385
7.195,12425
7.262,12579
7.328,12578
7.397,12732
7.464,12886
7.530,14387
7.593,16653
7.657,19821
7.719,22035
7.784,23140
7.849,21386
