timestamp,total_power
.063,11733
.132,11579
1.065,11579
1.129,11619
1.198,11852
1.265,12199
1.327,12004
1.391,12006
1.455,11966
1.529,11811
1.598,11773
1.662,11309
1.727,10614
1.793,10614
1.856,10460
2.069,10614
2.133,10922
2.198,11230
2.264,11693
2.329,11885
2.393,12039
2.462,11885
2.527,11344
2.591,11304
2.656,11498
2.722,11806
2.789,11999
2.858,11999
3.074,11806
3.138,11846
3.205,11846
3.282,11539
3.362,11539
3.445,11845
3.513,12193
3.574,12348
3.635,12501
3.695,12539
3.769,13390
3.835,12887
3.900,12387
3.964,12272
4.072,12078
4.142,12233
4.207,12694
4.271,13310
4.342,13963
4.408,13922
4.470,13770
4.537,13463
4.608,13001
4.672,12501
4.737,12539
4.803,12693
5.072,12653
5.135,12848
5.196,12848
5.267,13001
5.331,12501
5.401,12154
5.463,12193
5.527,12348
5.591,12501
5.658,12501
5.726,12653
5.797,12653
5.862,12347
5.927,11884
6.070,11885
6.137,11884
6.203,11884
6.266,12039
6.332,12192
6.394,12347
6.454,12347
6.520,12653
6.586,12499
6.650,12308
6.726,11959
6.790,11846
6.856,11691
7.069,11845
7.131,12153
7.203,12347
7.266,12501
7.327,12653
7.392,12501
7.461,12694
7.527,12733
7.591,13390
7.660,13543
7.729,13388
7.794,13888
7.858,16001
8.070,18865
8.137,21428
8.204,23486
8.273,24935
8.338,26227
8.403,27630
8.468,29036
8.532,28354
8.595,25996
