timestamp,total_power
.058,11732
.122,11578
1.060,11578
1.123,11884
1.184,12579
1.246,13430
1.314,13276
1.376,12929
1.444,12619
1.515,12272
1.578,12120
1.642,11773
1.709,11773
1.776,11926
1.849,11926
1.911,11771
2.061,12079
2.129,12541
2.194,12386
2.260,12541
2.327,12695
2.400,12387
2.465,12695
2.533,12848
2.602,13001
2.667,13154
2.730,13309
2.799,13463
2.866,13154
3.063,12694
3.129,12386
3.192,12384
3.256,12538
3.318,13309
3.381,13614
3.443,13614
3.507,13808
3.570,14348
3.633,14157
3.702,13694
3.765,13694
3.830,13696
4.069,13346
4.129,13501
4.198,13501
4.260,13655
4.326,13615
4.391,13307
4.458,13309
4.522,13154
4.585,13309
4.652,13309
4.721,13463
4.789,13463
4.855,13463
4.917,13309
5.067,12693
5.131,12848
5.198,12693
5.262,12848
5.328,12847
5.396,13155
5.465,13001
5.533,13155
5.597,13154
5.665,13154
5.734,13000
5.798,12848
5.863,12693
6.067,12346
6.130,12501
6.208,12653
6.276,12653
6.339,13000
6.411,13000
6.476,13155
6.542,13000
6.614,13000
6.681,13155
6.748,13155
6.813,13155
6.874,12847
7.066,12693
7.134,12693
7.199,12384
7.267,12387
7.331,13082
7.397,13388
7.468,13542
7.536,13888
7.599,16458
7.665,19327
7.726,21845
7.791,23792
7.855,24935
8.066,25882
8.131,27630
8.201,28882
8.262,29831
8.325,30626
8.392,30922
8.457,31419
8.524,31877
8.587,32022
8.656,32212
8.723,32363
8.788,32813
8.853,30588
