timestamp,total_power
.060,12237
.124,12235
1.062,12696
1.125,13002
1.188,13698
1.247,14085
1.314,13585
1.379,13083
1.441,12621
1.505,12469
1.567,12275
1.629,12274
1.692,12581
1.755,12427
1.817,12427
2.064,12427
2.127,12427
2.190,12387
2.255,12387
2.319,12542
2.384,13002
2.449,13155
2.511,13349
2.578,13309
2.641,13309
2.705,13309
2.771,13463
2.835,12847
2.901,12541
3.065,12694
3.126,12847
3.192,13001
3.253,13155
3.314,13463
3.378,13309
3.445,13309
3.509,13850
3.575,13697
3.640,13696
3.703,13696
3.768,13848
3.830,13850
4.060,13658
4.126,13813
4.193,13504
4.257,13350
4.321,13041
4.385,13041
4.451,13349
4.517,13349
4.581,13504
4.654,13464
4.717,13464
4.781,13504
4.845,13195
4.912,12735
5.064,12735
5.133,12887
5.197,13196
5.259,13155
5.319,13309
5.381,13309
5.445,13309
5.514,13002
5.580,12502
5.649,12310
5.718,12310
5.781,12502
5.845,12656
6.071,12656
6.145,12655
6.210,12656
6.281,12501
6.344,12348
6.413,12348
6.476,12348
6.542,12695
6.611,12850
6.676,12847
6.737,13002
6.800,12847
6.863,12542
7.066,12193
7.133,12040
7.197,12387
7.262,12735
7.325,13430
7.385,13545
7.452,13699
7.513,14045
7.575,15044
7.643,17309
7.708,19065
7.773,21015
7.837,22765
8.072,24217
8.140,26387
8.201,27677
8.266,28884
8.332,29985
8.399,30779
8.463,30930
8.534,31574
8.598,32030
8.671,32367
8.736,32975
8.798,33425
8.859,33577
8.924,33728
9.066,33425
9.133,33727
9.200,33767
9.269,33767
9.335,34066
9.401,34368
9.465,34523
9.528,34672
9.591,34971
9.652,34818
9.720,34519
9.786,34673
9.854,34219
10.064,34219
10.127,34217
10.187,34370
10.251,34519
10.310,34665
10.374,34818
10.439,34665
10.506,34672
10.570,34672
10.633,34825
10.701,34968
10.770,35273
10.832,34817
11.073,34664
11.139,34672
11.205,34520
11.275,34407
11.339,34666
11.403,34520
11.467,34519
11.535,34665
11.594,34665
11.654,34818
11.715,34968
11.776,35272
11.849,34865
11.912,34519
12.066,34218
12.138,34065
12.206,34367
12.272,34519
12.335,34817
12.399,34818
12.461,34968
12.534,34818
12.600,34817
12.667,34672
12.731,34673
12.795,34818
12.861,34817
13.062,34825
