timestamp,total_power
.063,11116
.127,11116
1.067,11424
1.131,11424
1.193,11966
1.260,11851
1.327,11154
1.392,11154
1.459,11309
1.520,11309
1.580,11309
1.643,11463
1.704,11115
1.764,10614
1.829,10306
2.065,10153
2.132,10614
2.195,10922
2.261,11384
2.328,11693
2.398,11885
2.462,12039
2.532,12040
2.594,11885
2.660,11885
2.723,12040
2.788,12040
2.857,11885
3.068,11885
3.131,12039
3.192,12193
3.258,12040
3.327,12039
3.393,11885
3.456,11539
3.522,12000
3.586,12193
3.651,12193
3.709,12347
3.769,13505
3.827,13196
4.068,12232
4.131,12078
4.194,12078
4.259,12078
4.321,12193
4.390,12502
4.458,12656
4.526,12694
4.586,12499
4.651,12347
4.717,12347
4.781,12193
4.849,12039
4.914,11884
5.061,11884
5.122,12039
5.201,12192
5.271,12501
5.340,12346
5.408,12193
5.478,12039
5.542,12039
5.605,12193
5.671,12192
5.733,12347
5.797,12501
5.866,12501
6.063,12348
6.127,12193
6.189,11885
6.252,11578
6.316,12039
6.380,12193
6.442,12347
6.507,12539
6.575,12539
6.647,12348
6.719,11999
6.788,11691
7.066,11539
7.130,12040
7.190,12193
7.253,12348
7.318,12347
7.384,12501
7.448,12347
7.512,13002
7.585,12542
7.650,13041
7.712,13349
7.779,13041
7.839,13429
8.062,15695
8.131,18869
8.200,21430
8.265,23337
8.327,24937
8.390,26073
8.455,27635
8.519,29035
8.580,29831
8.647,30777
8.708,31081
8.771,31574
8.838,31421
9.070,31268
9.137,32070
9.205,32363
9.266,32822
9.336,33119
9.398,33269
9.463,33422
9.529,33422
9.597,33721
9.662,33720
9.732,33720
9.798,33415
9.863,33414
10.068,33414
10.135,33567
10.200,34022
10.271,33914
10.341,33422
10.406,33615
10.469,33462
10.532,33575
10.597,33232
10.657,29601
10.716,26907
