timestamp,total_power
.062,12193
.122,11884
1.061,12039
1.123,12038
1.188,12732
1.254,13276
1.316,13543
1.380,13694
1.439,13694
1.509,13501
1.568,13041
1.631,12887
1.704,12581
1.772,12078
1.834,12078
1.896,12078
2.067,12386
2.126,12541
2.188,12847
2.249,13000
2.316,13000
2.383,12693
2.448,12539
2.515,12541
2.581,12692
2.648,13463
2.713,13463
2.778,13615
2.847,13463
3.068,13000
3.132,12847
3.197,12848
3.265,12848
3.332,13000
3.398,13155
3.460,13309
3.522,13808
3.583,14156
3.643,14002
3.709,14002
3.773,13501
3.838,12886
4.066,12734
4.129,12846
4.195,13155
4.259,13461
4.320,13922
4.392,13768
4.455,13615
4.518,13461
4.584,13309
4.648,13309
4.713,13309
4.778,13615
4.838,13309
5.073,13154
5.140,13154
5.206,13000
5.269,13000
5.334,12693
5.401,12847
5.469,12692
5.535,12846
5.595,13155
5.661,12960
5.724,13114
5.790,12960
5.856,12654
5.922,12038
6.073,11732
6.147,11885
6.212,12038
6.277,12192
6.354,12346
6.422,12653
6.487,12653
6.555,12499
6.620,12346
6.687,12193
6.753,12193
6.818,12346
6.881,12501
7.066,12193
7.127,12848
7.197,12848
7.265,13195
7.332,13002
7.402,12694
7.469,12540
7.540,13848
7.606,15500
7.668,18717
7.729,21238
7.792,23292
7.853,22038
