timestamp,total_power
.016,11740
.034,11740
.058,11740
.131,11740
.202,11740
.271,11740
.338,11341
.404,11740
.473,11639
.540,11740
.606,11639
.679,11639
.906,11740
.973,11639
1.041,11740
1.105,11639
1.175,11740
1.246,11740
1.311,11740
1.378,11740
1.448,11639
1.516,11538
1.582,11538
1.650,11639
1.902,11538
1.971,11740
2.037,11639
2.104,11538
2.170,11740
2.236,11639
2.305,11740
2.371,11740
2.439,11538
2.508,11740
2.575,11639
2.644,11538
2.839,11538
2.908,11538
2.973,11538
3.042,11639
3.110,11538
3.179,11740
3.246,11740
3.311,11538
3.378,11740
3.445,11740
3.511,11639
3.580,11740
3.650,11639
3.840,11639
3.909,11538
3.978,11538
4.043,11538
4.111,11639
4.181,11538
4.247,11538
4.313,11740
4.382,11538
4.447,11538
4.512,11639
4.576,11639
4.667,12139
4.838,12038
4.939,12341
5.007,12942
5.073,12643
5.142,12845
5.213,12845
5.282,12946
5.346,12845
5.415,12845
5.483,12244
5.549,12244
5.617,12244
5.685,12244
5.913,12043
5.986,12144
6.059,12643
6.127,12643
6.192,12244
6.266,13343
6.349,16340
6.428,16844
6.500,15847
6.570,15246
6.644,14144
6.714,13543
6.943,12342
