timestamp,total_power
.018,13038
.034,13037
.100,13037
.162,13037
.231,13035
.296,13035
.358,12936
.424,12835
.491,12836
.553,12937
.618,12836
.684,12937
.753,12937
.960,12836
1.024,13038
1.089,12937
1.155,12936
1.219,12937
1.286,12937
1.350,12937
1.416,12934
1.484,12835
1.548,12835
1.615,12833
1.679,12835
1.748,12833
1.973,12835
2.041,12937
2.111,12836
2.177,12537
2.243,12537
2.311,12535
2.379,12535
2.448,12535
2.517,12535
2.584,12535
2.658,12434
2.731,12035
2.896,11637
2.998,11637
3.067,12137
3.135,12036
3.205,12137
3.272,11738
3.343,11738
3.407,11738
3.475,11738
3.540,11738
3.610,11738
3.679,11637
3.752,11738
3.990,11637
4.058,11637
4.129,11637
4.200,11637
4.270,11638
4.338,11739
4.406,11638
4.475,11638
4.543,11739
4.613,11738
4.685,12137
4.760,12138
4.995,12142
5.066,12243
5.134,12444
5.205,12545
5.273,12547
5.338,12946
5.409,12946
5.476,12446
5.544,12345
5.614,12244
5.684,12244
5.751,12244
5.990,12143
6.060,12744
6.126,12744
6.193,12845
6.272,13343
6.343,15851
6.409,20040
6.483,22342
6.549,20854
6.615,19853
6.681,18743
6.750,17741
