timestamp,total_power
.016,11238
.033,11339
.052,11738
.121,11738
.190,11738
.257,11738
.331,11339
.566,11637
.633,11637
.700,11637
.771,11637
.836,11738
.903,11637
.970,11738
1.037,11738
1.109,11738
1.178,11738
1.245,11638
1.318,11738
1.532,11637
1.601,11637
1.670,11637
1.737,11637
1.806,11637
1.871,11637
1.938,11637
2.006,11637
2.072,11738
2.137,11638
2.211,11638
2.278,11637
2.348,11637
2.568,11637
2.632,11738
2.701,11638
2.772,11637
2.840,11536
2.908,11638
2.972,11638
3.041,11538
3.108,11639
3.176,11639
3.245,11639
3.320,11639
3.530,11639
3.601,11639
3.669,11639
3.733,11639
3.804,11639
3.873,11639
3.939,11639
4.008,11639
4.074,11639
4.142,11639
4.211,11639
4.279,11639
4.346,12038
4.566,11639
4.634,11639
4.716,12139
4.790,12139
4.860,11639
4.932,11639
5.003,11739
5.073,12339
5.139,12541
5.208,12641
5.274,12843
5.341,12843
5.582,12345
5.648,12345
5.719,12244
5.786,12244
5.851,12143
5.917,12143
5.987,12043
6.053,12043
6.132,12641
6.210,12642
6.278,12743
6.348,13242
6.596,15844
6.673,15645
6.738,15442
6.809,14841
6.874,14341
6.942,13740
7.009,13740
