timestamp,total_power
.015,11339
.033,11739
.060,11739
.128,11740
.197,11739
.266,11738
.334,12137
.403,11738
.469,11738
.541,11738
.767,11637
.836,11738
.907,11738
.978,11738
1.044,11738
1.113,11738
1.183,11738
1.253,11738
1.322,11738
1.390,11637
1.458,11738
1.530,11738
1.734,11639
1.801,11637
1.871,11639
1.939,11740
2.008,11639
2.077,11739
2.142,11638
2.211,11638
2.279,11738
2.349,11637
2.421,11738
2.486,11637
2.626,11738
2.756,11638
2.825,11637
2.892,11637
2.962,11638
3.030,11638
3.098,11739
3.167,11637
3.236,11637
3.306,11738
3.370,11637
3.439,11637
3.513,11738
3.726,11637
3.795,11637
3.862,11738
3.930,11637
3.996,11637
4.067,11637
4.135,11536
4.202,11637
4.268,11637
4.336,11536
4.403,11637
4.468,11637
4.540,11637
4.774,11239
4.845,11738
4.914,11637
4.984,11738
5.054,11738
5.121,11940
5.187,12242
5.257,12242
5.327,12843
5.396,12944
5.470,12944
5.536,12944
5.759,12242
5.829,12242
5.903,12242
5.968,12141
6.039,12041
6.102,12041
6.186,12641
6.256,12742
6.324,12742
6.391,12843
6.463,14341
6.527,17343
6.763,19454
6.832,18054
6.900,16943
6.968,16241
7.038,15241
7.117,15237
