timestamp,total_power
.015,12240
.063,12538
.130,12639
.199,12538
.265,12639
.332,12538
.401,12639
.471,12139
.536,12139
.604,12038
.675,12139
.904,12538
.969,12639
1.034,12639
1.103,12538
1.171,12639
1.235,12538
1.303,12639
1.369,12538
1.438,12538
1.509,12538
1.575,12538
1.647,12437
1.887,12437
1.961,12538
2.026,12538
2.095,12639
2.162,12538
2.229,12538
2.296,12538
2.363,12538
2.432,12538
2.499,12538
2.570,12437
2.637,12538
2.866,12437
2.931,12538
3.000,12538
3.072,12437
3.136,12538
3.204,12437
3.276,12437
3.339,12538
3.408,12437
3.476,12538
3.543,12538
3.614,12437
3.681,12538
3.888,12538
3.958,12538
4.022,12836
4.092,12836
4.163,12836
4.229,12437
4.294,12836
4.361,12836
4.430,12538
4.497,12437
4.565,12437
4.634,12538
4.839,13038
4.917,13437
4.988,13038
5.055,12937
5.129,12937
5.201,13038
5.266,13240
5.336,13441
5.405,13441
5.474,13744
5.541,13744
5.612,13744
5.682,13643
5.912,13042
5.979,13042
6.046,12542
6.113,12542
6.178,12442
6.249,12442
6.316,12643
6.379,12345
6.449,12345
6.525,13343
6.601,16248
6.671,20143
6.880,28540
6.945,30338
7.016,32136
7.086,33933
7.153,35332
7.220,36230
7.284,36640
7.357,33260
7.422,30459
7.489,27558
7.559,25556
7.633,23554
7.788,20151
