timestamp,total_power
.016,12535
.032,12535
.099,12535
.169,12535
.238,12535
.304,12535
.368,12535
.437,12434
.504,12535
.570,12535
.636,12434
.745,12535
.908,12137
.978,12137
1.045,12137
1.111,12137
1.176,12137
1.243,12137
1.313,12137
1.378,12137
1.446,11637
1.513,11536
1.581,11536
1.648,11637
1.910,11536
1.972,11738
2.039,11637
2.105,11738
2.171,11738
2.237,11637
2.304,11738
2.372,11738
2.442,11637
2.510,11738
2.574,11637
2.642,11536
2.842,11637
2.908,11536
2.978,11738
3.045,11738
3.109,11637
3.179,11738
3.245,11738
3.311,11637
3.378,11738
3.444,11637
3.514,11738
3.581,11738
3.647,11637
3.909,11536
3.972,11934
4.044,11934
4.109,11934
4.176,11934
4.246,11934
4.309,12037
4.379,11934
4.445,11934
4.512,12035
4.585,11934
4.666,12535
4.824,12036
4.929,12238
4.995,12541
5.065,12641
5.137,12641
5.204,12843
5.270,12843
5.336,13444
5.409,12444
5.477,12444
5.543,12242
5.613,12242
5.686,12242
5.918,12043
5.987,12042
6.058,12641
6.124,12642
6.192,12742
6.263,13742
6.347,16738
6.419,17242
6.484,17044
6.550,16443
6.618,15841
6.682,15240
6.880,14534
