timestamp,total_power
.017,11341
.035,11341
.054,11740
.122,11740
.342,11639
.410,11739
.478,12037
.545,11637
.619,11637
.684,12137
.752,11637
.819,11738
.887,11637
.956,11738
1.025,11637
1.093,11738
1.274,11738
1.342,11738
1.414,11637
1.482,11739
1.551,11638
1.623,11637
1.686,12035
1.751,12136
1.814,12136
1.883,12136
1.957,12138
2.023,12138
2.093,12136
2.303,11740
2.369,11639
2.436,11740
2.508,11740
2.578,11639
2.643,11740
2.710,11639
2.777,11639
2.846,11639
2.912,11639
2.979,11639
3.048,11639
3.118,11638
3.344,11639
3.411,11639
3.478,11639
3.547,11740
3.618,11639
3.686,11740
3.755,11740
3.824,11639
3.891,11639
3.959,11639
4.026,11639
4.095,11639
4.337,11538
4.402,11538
4.470,11639
4.537,11639
4.608,11538
4.675,11639
4.743,11639
4.815,12139
4.894,12137
4.970,12139
5.042,12138
5.117,12737
5.288,13640
5.351,14241
5.422,14741
5.503,14345
5.568,14244
5.637,14143
5.703,13244
5.767,13143
5.832,13042
5.897,13042
5.964,12643
6.033,12442
6.100,12442
6.311,12642
6.378,12641
6.445,13142
6.527,12843
6.598,14944
6.687,16742
6.760,15847
6.827,15246
6.894,14644
6.962,14043
7.038,13341
7.109,12942
