timestamp,total_power
.017,11738
.033,11839
.053,11738
.124,11839
.195,11738
.263,11839
.331,12137
.400,12238
.467,12238
.535,11738
.604,11738
.812,12238
.880,12137
.950,12137
1.016,11738
1.083,11738
1.152,11738
1.219,11738
1.288,11738
1.358,11738
1.428,11738
1.494,11738
1.568,11738
1.796,11637
1.868,11637
1.935,11738
2.003,11738
2.069,11738
2.137,11738
2.206,11738
2.276,11738
2.345,11637
2.413,11738
2.481,11738
2.550,11738
2.810,11637
2.881,11637
2.949,11738
3.020,11637
3.088,11738
3.154,11738
3.221,11637
3.288,11738
3.352,11738
3.422,11738
3.489,11738
3.559,11738
3.815,11738
3.881,11738
3.948,11637
4.017,11637
4.083,11637
4.151,11637
4.215,11637
4.287,11637
4.355,11637
4.422,11637
4.488,11637
4.557,11738
4.723,11637
4.844,11738
4.917,12036
4.994,11638
5.068,11739
5.137,11940
5.203,12541
5.276,12244
5.341,12743
5.408,12845
5.477,12946
5.547,12946
5.614,12446
5.820,12244
5.886,12244
5.951,12244
6.018,12143
6.082,12043
6.154,12043
6.221,12643
6.286,12643
6.353,12345
6.427,12845
6.500,15343
6.569,19542
6.825,29438
6.889,31237
6.953,32736
7.017,34034
7.080,35832
7.145,36741
7.211,36149
7.284,32860
7.356,29560
7.421,27057
7.502,24655
7.584,22154
7.729,19348
7.838,17838
