timestamp,total_power
.015,12934
.030,12934
.050,12934
.117,13035
.181,12934
.247,12535
.313,12535
.378,12434
.443,12434
.508,12434
.576,12434
.804,12435
.868,12934
.933,12833
1.000,12934
1.065,12833
1.130,12934
1.195,12833
1.261,12833
1.328,12934
1.393,12833
1.457,12434
1.522,12434
1.588,12434
1.774,12833
1.842,12434
1.910,12833
1.974,12934
2.037,12833
2.103,12833
2.168,12833
2.234,12434
2.299,12934
2.365,12833
2.429,12434
2.495,12833
2.560,12434
2.625,12434
2.838,12434
2.905,12833
2.969,12833
3.035,12833
3.100,12434
3.165,12934
3.230,12434
3.295,12434
3.361,12434
3.427,12434
3.491,12434
3.558,12434
3.624,12434
3.834,12437
3.900,12833
3.966,12434
4.032,12434
4.095,12434
4.159,12434
4.226,12434
4.290,12434
4.356,12434
4.422,12434
4.488,12833
4.553,12434
4.630,12934
4.798,13232
4.869,12934
4.936,13636
5.003,13837
5.073,13440
5.143,14039
5.207,13743
5.276,13744
5.347,13744
5.411,12845
5.478,12744
5.550,12643
5.620,12641
5.866,12442
5.935,12442
6.000,12243
6.074,12345
6.141,12345
6.217,12843
6.308,14843
6.375,18643
6.442,22837
6.509,25931
6.583,28337
6.715,26757
6.861,22856
6.927,21355
6.998,19840
7.065,19237
7.148,18237
