timestamp,total_power
.062,11856
.127,11547
.197,11701
.265,12009
.328,12858
.390,13399
.453,13513
.517,13513
.575,13473
.637,13319
.704,13319
.767,13127
.830,12818
.904,12818
.977,12973
1.050,12973
1.127,13127
1.198,13087
1.273,13282
1.339,12933
1.413,12471
1.482,12317
1.556,12319
1.631,12319
1.719,12471
1.791,12623
1.866,12777
1.938,12777
2.014,12932
2.087,12471
2.154,12317
2.234,12319
2.311,12471
2.386,12471
2.458,12623
2.531,12777
2.610,13282
2.682,13780
2.757,13319
2.829,13473
2.898,13167
2.974,13012
3.048,13127
3.121,12973
3.194,13127
3.272,13127
3.346,13282
3.609,13282
3.671,12779
3.734,12164
3.799,12319
3.869,12626
3.932,12818
3.994,13127
4.061,13282
4.133,13127
4.204,12973
4.275,12623
4.355,12626
4.426,12624
4.506,12624
4.576,12471
4.650,12623
4.725,12623
4.805,12471
4.876,12319
4.974,12164
5.040,11701
5.108,11701
5.181,11700
5.263,11855
5.338,12009
5.415,12164
5.499,12164
5.566,12009
5.674,11702
5.750,11240
5.827,10775
5.907,11084
5.979,11547
6.060,11702
6.131,12204
6.203,12358
6.280,13359
6.351,13361
6.432,12744
6.501,13399
6.579,15208
6.647,18240
6.719,20766
6.792,22828
6.865,24429
6.941,26023
7.008,27126
7.087,27924
7.158,28873
7.229,29213
7.302,30275
7.374,30465
7.448,30915
7.524,31679
7.594,31861
7.666,32313
7.738,32464
7.810,32617
7.880,32466
7.957,32466
8.034,32767
8.105,33112
8.181,33411
8.252,33562
8.324,33866
8.406,33560
8.468,33258
8.555,33564
8.629,33258
8.705,33411
8.775,33256
8.847,33409
8.919,33713
8.992,33713
9.070,33713
9.138,33713
9.225,32770
9.293,29286
9.370,26903
9.443,24543
9.519,22595
9.598,21298
