timestamp,total_power
.066,12009
.129,11854
.203,12319
.269,12472
.333,13319
.401,13666
.463,13357
.527,13164
.591,13012
.655,13012
.717,13127
.784,13127
.856,13125
.932,13125
1.001,13434
1.073,12932
1.144,12623
1.222,12468
1.290,12317
1.366,12317
1.441,12468
1.513,12623
1.585,12777
1.657,12932
1.730,12932
1.799,12777
1.871,12623
1.943,12469
2.021,12317
2.088,12623
2.162,12623
2.233,12932
2.305,13084
2.380,13084
2.452,12932
2.540,12777
2.629,13317
2.698,13012
2.762,12818
2.828,12972
2.900,13125
2.974,13281
3.052,13125
3.118,13434
3.200,13280
3.267,12778
3.337,12469
3.414,12472
3.486,12470
3.563,12623
3.633,12932
3.707,12932
3.781,13087
3.852,12777
3.925,12623
3.997,12468
4.075,12317
4.152,12468
4.229,12778
4.304,12777
4.376,12623
4.478,12778
4.544,12663
4.610,12357
4.673,12357
4.742,12202
4.822,12164
4.894,12049
4.966,12204
5.037,12162
5.114,12162
5.186,12471
5.257,12471
5.336,12316
5.422,12009
5.488,11546
5.565,11547
5.636,11701
5.709,12010
5.780,12010
5.857,12162
5.931,12162
6.012,12164
6.123,12550
6.191,12897
6.256,12898
6.328,12743
6.400,14208
6.473,16127
6.548,19155
6.624,21526
6.705,23475
6.779,21525
6.855,20266
6.932,18963
7.003,18160
7.080,17663
