timestamp,total_power
.065,11547
.127,11392
.198,11547
.268,11854
.337,12664
.404,13050
.466,13357
.527,13472
.588,13317
.647,13319
.713,13127
.778,12972
.841,12818
.913,12973
.986,13280
1.061,13280
1.135,13125
1.209,13280
1.284,12623
1.349,12468
1.423,12317
1.499,12469
1.570,12623
1.643,12623
1.717,12777
1.792,12777
1.862,12777
1.936,12777
2.017,12623
2.109,12623
2.173,12164
2.241,12317
2.313,12471
2.386,12471
2.464,12623
2.537,12777
2.620,13279
2.689,13164
2.754,12817
2.826,12663
2.905,12663
2.979,12663
3.058,12818
3.128,13125
3.206,13125
3.281,13085
3.350,12932
3.422,12468
3.495,12469
3.575,12317
3.647,12468
3.721,12623
3.794,12623
3.866,12777
3.940,12777
4.013,12777
4.093,12623
4.164,12623
4.240,12468
4.312,12315
4.395,12471
4.467,12469
4.540,12623
4.623,12471
4.694,12623
4.773,12316
4.847,11969
4.920,11815
4.996,11662
5.068,11814
5.144,11969
5.217,12124
5.294,12277
5.368,12432
5.448,12277
5.521,11775
5.602,11621
5.691,11467
5.764,11620
5.839,11815
5.916,12124
5.987,12124
6.062,12124
6.134,12279
6.220,12510
6.298,13012
6.372,12704
6.439,12394
6.510,13052
6.587,14206
6.656,16934
6.733,19767
6.800,22174
6.892,23435
6.962,21528
7.027,19767
7.104,18964
7.177,18006
7.259,17314
