timestamp,total_power
.059,11045
.123,11199
.197,11354
.269,11662
.337,12203
.402,12745
.468,12243
.533,11895
.596,12009
.660,12163
.724,12318
.788,12472
.853,12471
.925,12471
1.000,12318
1.077,12009
1.154,11507
1.222,11507
1.302,11660
1.372,12124
1.447,12124
1.521,12279
1.598,12279
1.667,11820
1.740,11665
1.822,11507
1.895,11507
1.968,11815
2.043,11970
2.115,11970
2.194,12164
2.270,12164
2.353,11970
2.438,11816
2.508,11508
2.580,11318
2.655,11468
2.729,12010
2.800,12510
2.877,12470
2.950,12664
3.028,12471
3.122,11969
3.191,11467
3.255,11163
3.328,11163
3.408,11468
3.476,11621
3.551,11815
3.622,11969
3.694,11969
3.771,11815
3.841,11621
3.922,11467
3.992,11508
4.065,11661
4.140,11660
4.210,11970
4.292,12124
4.365,12124
4.438,12317
4.584,11815
4.653,11661
4.718,11508
4.781,11314
4.845,11661
4.907,11815
4.971,11815
5.037,12124
5.105,12317
5.183,12319
5.254,11855
5.325,11702
5.400,11547
5.480,11547
5.563,11702
5.636,12010
5.711,12164
5.784,12164
5.859,12164
5.943,11855
6.007,11702
6.089,11547
6.160,11856
6.237,11855
6.319,12164
6.395,12664
6.503,13513
6.575,13207
6.643,12743
6.714,13706
6.792,15055
6.861,17937
6.933,20611
7.006,22674
7.078,24583
7.156,25867
7.222,27429
7.301,28379
7.376,27878
7.444,25531
7.521,23434
7.599,21987
7.681,20531
7.759,19575
