timestamp,total_power
.059,11547
.122,11547
.192,11855
.263,12164
.330,13012
.391,13512
.456,13821
.520,13666
.589,13319
.654,12858
.718,12703
.785,12818
.849,12818
.910,13127
.978,13127
1.048,13280
1.128,13282
1.192,12778
1.264,12624
1.346,12317
1.417,12471
1.491,12624
1.561,12623
1.633,12777
1.707,12932
1.778,12932
1.866,12623
1.939,12471
2.012,12164
2.077,12009
2.148,12164
2.221,12319
2.293,12471
2.370,12624
2.442,12932
2.515,12932
2.592,12625
2.667,13165
2.732,13012
2.810,12858
2.885,13012
2.958,13279
3.032,13434
3.103,13280
3.179,13280
3.255,13127
3.321,12818
3.391,12626
3.467,12472
3.537,12623
3.611,12778
3.685,12778
3.756,12932
3.828,12932
3.903,12932
3.980,12778
4.052,12623
4.127,12624
4.200,12472
4.274,12623
4.347,12778
4.429,12626
4.506,12511
4.585,12663
4.666,12317
4.738,12009
4.810,11661
4.885,11507
4.959,11662
5.037,11814
5.109,12318
5.195,12318
5.258,12123
5.333,12278
5.400,11815
5.474,11661
5.551,11507
5.623,11661
5.697,11815
5.773,11970
5.844,11970
5.919,12124
5.998,12124
6.087,11815
6.159,11581
6.234,11775
6.312,11815
6.380,12318
6.451,12665
6.524,12510
6.603,13013
6.673,15627
6.745,18809
6.823,21027
6.887,22826
6.958,24275
7.033,25520
7.106,27086
7.181,28223
7.266,28336
7.335,26101
7.407,24350
7.483,22441
7.559,21030
