timestamp,total_power
.057,12164
.115,11854
.180,12009
.246,12009
.312,12703
.378,13359
.445,13357
.507,13318
.570,13472
.636,13472
.722,13433
.789,12972
.850,12664
.935,12625
1.006,12625
1.080,12778
1.151,12933
1.225,12778
1.298,12778
1.367,12932
1.445,12778
1.520,12778
1.588,12626
1.664,12472
1.739,12471
1.812,12778
1.884,12778
1.966,12932
2.035,13087
2.113,12932
2.180,12623
2.259,12626
2.330,12317
2.405,12317
2.478,12471
2.563,12777
2.631,13626
2.704,13472
2.779,13586
2.848,13434
2.920,13127
2.992,13127
3.073,12818
3.147,12973
3.222,13087
3.296,13087
3.370,13087
3.442,13242
3.520,12932
3.592,12778
3.663,12778
3.742,12626
3.814,12624
3.892,12469
3.965,12623
4.038,12777
4.119,12777
4.183,13242
4.270,12623
4.337,12164
4.410,11855
4.492,11855
4.567,12010
4.644,12164
4.718,12162
4.791,12316
4.871,12316
4.945,12164
5.019,12009
5.091,11855
5.170,11855
5.245,12009
5.318,12009
5.390,12164
5.470,12318
5.543,12318
5.616,12164
5.692,12010
5.773,11855
5.844,11547
5.915,11547
5.986,11701
6.061,11815
6.134,12164
6.213,12510
6.289,13319
6.359,13512
6.434,13052
6.503,12395
6.574,13357
6.654,16127
6.725,19003
6.794,21833
6.867,23627
6.942,25535
7.014,26627
7.092,27427
7.155,28222
7.234,28720
7.304,29821
7.382,30425
7.453,30764
7.529,31373
7.603,31824
7.674,32013
7.751,32313
7.821,32617
7.901,32617
7.970,32466
8.041,32617
8.111,32615
8.184,33072
8.261,33218
8.331,33673
8.408,33520
8.475,33371
8.548,33258
8.620,33258
8.700,33112
8.772,33258
8.844,33258
8.915,33407
8.990,34019
9.059,33866
9.138,33713
9.202,33564
9.283,31334
9.361,28490
9.434,26102
9.515,23891
9.588,22248
