timestamp,total_power
.064,11701
.126,11894
.196,12319
.261,12472
.329,13319
.393,13707
.460,13667
.527,13513
.590,13012
.653,12858
.715,13012
.777,13127
.841,13127
.905,13282
.974,13280
1.059,13282
1.124,12818
1.194,12317
1.266,12472
1.339,12317
1.418,12471
1.488,12623
1.561,12777
1.633,13087
1.703,12932
1.773,12778
1.844,12471
1.918,12317
1.991,12626
2.065,12778
2.140,12778
2.212,12932
2.285,12932
2.357,12932
2.434,12777
2.514,12623
2.594,12665
2.657,12857
2.728,12858
2.801,13012
2.873,13167
2.950,13127
3.020,13281
3.093,13280
3.160,12973
3.238,12818
3.309,12666
3.384,12471
3.457,12626
3.532,12623
3.606,13087
3.685,12932
3.759,12932
3.835,12932
3.905,12624
3.977,12472
4.054,12472
4.129,12624
4.202,12778
4.278,12932
4.352,12777
4.430,12623
4.533,12663
4.595,12204
4.665,12359
4.736,12010
4.809,11701
4.884,11856
4.955,12009
5.036,12009
5.116,12164
5.187,12318
5.269,12318
5.344,11701
5.416,11467
5.496,11318
5.571,11468
5.654,11621
5.720,11815
5.795,12124
5.865,12124
5.951,12124
6.023,11625
6.095,11277
6.181,11660
6.250,12203
6.324,13167
6.394,13167
6.464,13012
6.537,14015
6.620,16896
6.689,19307
6.760,22025
6.833,23625
6.911,25229
6.980,26475
7.052,27730
7.125,28680
7.210,27233
7.278,25643
7.350,23743
7.428,21988
7.502,20378
