timestamp,total_power
.063,10775
.134,10775
.206,10775
.271,10775
.341,10775
.406,11318
.470,11626
.531,11780
.598,11935
.659,12089
.726,12202
.788,12356
.859,12050
.941,11855
1.014,11895
1.091,11392
1.158,11507
1.234,11660
1.306,11700
1.380,11855
1.461,11855
1.531,12164
1.614,11855
1.684,11313
1.757,11123
1.829,11159
1.904,11466
1.980,11815
2.055,12124
2.127,12317
2.199,12623
2.272,12623
2.347,12509
2.422,12162
2.507,12010
2.579,12317
2.651,12510
2.723,12510
2.800,12510
2.872,13165
2.943,13205
3.022,12858
3.091,12858
3.187,12703
3.251,12548
3.320,12858
3.395,12818
3.472,12664
3.556,12818
3.617,12970
3.692,12818
3.783,12509
3.847,12049
3.919,11895
3.994,11741
4.077,11895
4.149,12050
4.223,12202
4.294,12164
4.378,12164
4.459,11700
4.528,11507
4.607,11547
4.675,11546
4.747,11700
4.822,11855
4.897,12164
4.967,12164
5.057,12162
5.132,12663
5.212,13279
5.282,13432
5.365,13432
5.433,13547
5.506,13392
5.580,13239
5.656,13084
5.729,13084
5.805,12932
5.880,12237
5.959,11969
6.031,11775
6.104,11775
6.179,11775
6.252,11929
6.327,12122
6.400,12124
6.478,12279
6.556,11815
6.627,11970
6.703,12009
6.775,12704
6.849,13013
6.923,13011
6.994,13205
7.067,14820
7.141,17546
7.213,20264
7.290,22481
7.372,24121
7.440,25068
7.507,26629
7.581,27577
7.654,28680
7.727,29476
7.803,30231
7.874,30876
7.947,30764
8.025,31220
8.093,31107
8.164,31411
8.235,31864
8.318,32166
8.390,32617
8.461,32767
8.532,33065
8.606,32952
8.678,32920
8.748,32919
8.832,32919
8.899,32919
8.974,33218
9.046,33256
9.118,33407
9.191,33407
9.264,33367
9.343,33409
9.414,33256
9.488,33256
9.560,32960
9.631,32959
9.708,33105
9.780,30232
9.856,27691
9.935,25450
10.010,23701
10.082,21640
