timestamp,total_power
.069,11856
.135,11856
.203,11856
.272,12009
.335,12705
.396,13361
.460,13513
.526,13513
.587,13473
.654,13473
.715,13474
.776,13167
.837,13167
.905,12818
.982,12973
1.059,13127
1.132,13282
1.208,13282
1.279,13282
1.366,13127
1.427,12626
1.496,12626
1.582,12319
1.649,12780
1.723,12779
1.794,12934
1.867,12817
1.939,12778
2.014,12932
2.085,12624
2.155,12664
2.231,12666
2.305,12512
2.377,12511
2.452,12626
2.526,12626
2.604,13319
2.672,13780
2.747,13627
2.822,13319
2.901,13012
2.965,12665
3.040,12511
3.118,12666
3.188,12973
3.260,13127
3.335,13127
3.406,13282
3.480,12973
3.549,12780
3.621,12626
3.703,12472
3.776,12626
3.851,12779
3.921,13087
3.995,12932
4.070,12932
4.165,12932
4.238,12319
4.301,12473
4.372,12009
4.444,12009
4.519,12010
4.590,12164
4.663,12319
4.742,12164
4.812,12471
4.908,12318
4.975,11857
5.040,11509
5.116,11354
5.187,11664
5.268,11662
5.339,12124
5.415,12164
5.487,12164
5.563,12164
5.645,11855
5.714,11702
5.790,11549
5.873,11856
5.939,11661
6.022,11970
6.095,11970
6.173,12124
6.250,12317
6.343,12512
6.421,12666
6.493,12626
6.558,12163
6.629,12511
6.700,14627
6.775,17510
6.853,20381
6.923,22942
7.003,24543
7.078,25677
7.148,26820
7.219,27617
7.294,28567
7.370,29322
7.441,30425
7.517,30761
7.591,31373
7.661,31864
7.739,31861
7.810,32013
7.885,32319
7.968,31673
8.044,28828
8.120,26595
8.195,24657
8.269,22900
8.345,21298
