Run ID (log path),QC (min query count),Max latency (ns),QPS w/ loadgen overhead,QPS w/o loadgen overhead
2080Ti_v1.1_logs,16,5371416,194.21,197.56
2080Ti_v1.1_logs,64,6464114,206.59,209.13
2080Ti_v1.1_logs,256,5779321,231.84,234.34
2080Ti_v1.1_logs,32,5433408,197.37,200.33
2080Ti_v1.1_logs,64,6958641,209.05,211.94
2080Ti_v1.1_logs,256,6462222,230.78,233.47
2080Ti_v1.1_logs,128,5787247,218.30,221.15
2080Ti_v1.1_logs,16,5382857,195.43,198.85
2080Ti_v1.1_logs,256,5910347,229.60,231.76
2080Ti_v1.1_logs,128,6439972,223.96,226.21
2080Ti_v1.1_logs,16,5226950,195.39,198.37
2080Ti_v1.1_logs,32,5602039,202.62,206.73
2080Ti_v1.1_logs,128,6500592,223.47,226.48
2080Ti_v1.1_logs,16,5632230,193.90,197.36
2080Ti_v1.1_logs,256,6465907,229.81,232.80
2080Ti_v1.1_logs,32,5224789,199.93,201.13
2080Ti_v1.1_logs,32,5455048,197.42,199.53
2080Ti_v1.1_logs,128,6515038,217.45,219.01
2080Ti_v1.1_logs,16,5299815,197.12,200.29
2080Ti_v1.1_logs,32,5450334,198.04,200.24
2080Ti_v1.1_logs,256,6068208,230.70,232.91
2080Ti_v1.1_logs,128,6426077,225.06,227.51
2080Ti_v1.1_logs,16,5624041,194.10,197.52
2080Ti_v1.1_logs,64,5661758,217.67,220.11
2080Ti_v1.1_logs,16,5521226,197.30,200.35
2080Ti_v1.1_logs,32,5210772,204.72,207.00
2080Ti_v1.1_logs,256,5424106,233.67,236.19
2080Ti_v1.1_logs,16,5593285,193.89,197.27
2080Ti_v1.1_logs,64,6454797,207.32,209.53
2080Ti_v1.1_logs,128,6495586,221.66,223.64
2080Ti_v1.1_logs,64,6732047,214.72,217.60
2080Ti_v1.1_logs,16,5554059,193.70,197.12
2080Ti_v1.1_logs,32,5689891,199.63,202.63
2080Ti_v1.1_logs,64,6455175,205.75,208.50
2080Ti_v1.1_logs,16,5641206,195.10,198.54
2080Ti_v1.1_logs,128,5642243,223.43,226.00
2080Ti_v1.1_logs,16,5214079,197.08,200.34
2080Ti_v1.1_logs,64,5366304,224.53,226.64
2080Ti_v1.1_logs,128,6529443,220.49,222.72
2080Ti_v1.1_logs,256,5903915,230.81,233.22
2080Ti_v1.1_logs,128,5661133,226.55,228.61
2080Ti_v1.1_logs,256,6472444,231.05,233.28
2080Ti_v1.1_logs,16,5472652,195.71,198.74
2080Ti_v1.1_logs,256,6451924,228.07,231.00
2080Ti_v1.1_logs,128,6545455,222.76,225.13
2080Ti_v1.1_logs,16,5361660,194.78,198.28
2080Ti_v1.1_logs,32,5269771,199.60,201.36
2080Ti_v1.1_logs,16,5509668,195.18,198.28
2080Ti_v1.1_logs,256,6431566,229.09,231.29
2080Ti_v1.1_logs,64,6502163,205.45,207.71
2080Ti_v1.1_logs,16,5582716,195.31,198.77
2080Ti_v1.1_logs,16,5702999,195.13,198.42
2080Ti_v1.1_logs,32,5641170,200.19,202.46
2080Ti_v1.1_logs,16,5568135,194.51,197.80
2080Ti_v1.1_logs,64,5644229,222.07,225.16
2080Ti_v1.1_logs,32,5775659,192.97,195.29
2080Ti_v1.1_logs,64,5218143,222.00,225.19
2080Ti_v1.1_logs,256,6452539,231.68,234.05
2080Ti_v1.1_logs,64,6457052,210.53,212.70
2080Ti_v1.1_logs,64,5673438,216.36,219.70
2080Ti_v1.1_logs,16,5432579,197.26,200.48
2080Ti_v1.1_logs,16,5239058,196.45,199.13
2080Ti_v1.1_logs,128,5696414,226.82,228.84
2080Ti_v1.1_logs,16,5946180,188.49,192.41
2080Ti_v1.1_logs,256,6453892,231.04,233.43
2080Ti_v1.1_logs,32,5641362,206.50,208.50
2080Ti_v1.1_logs,64,6502611,197.33,199.31
2080Ti_v1.1_logs,16,5218614,196.12,199.36
2080Ti_v1.1_logs,64,5553625,220.26,222.32
2080Ti_v1.1_logs,32,5520765,199.05,200.66
2080Ti_v1.1_logs,16,6019112,191.25,194.41
2080Ti_v1.1_logs,32,5681453,197.87,200.07
2080Ti_v1.1_logs,256,6499920,234.74,235.60
2080Ti_v1.1_logs,256,5710823,219.40,223.26
2080Ti_v1.1_logs,128,5778811,227.76,229.94
2080Ti_v1.1_logs,256,6192219,227.83,230.88
2080Ti_v1.1_logs,256,6141975,231.17,233.72
2080Ti_v1.1_logs,64,6451072,209.56,212.61
2080Ti_v1.1_logs,128,6385722,227.92,230.44
2080Ti_v1.1_logs,16,5143673,198.29,200.76
2080Ti_v1.1_logs,64,5638830,216.89,219.59
2080Ti_v1.1_logs,128,5799239,228.75,231.23
2080Ti_v1.1_logs,64,6454814,212.99,215.90
2080Ti_v1.1_logs,32,5517049,202.92,205.70
2080Ti_v1.1_logs,16,5509599,191.12,194.83
2080Ti_v1.1_logs,128,5430734,229.94,232.41
2080Ti_v1.1_logs,128,6430817,226.84,228.86
2080Ti_v1.1_logs,128,6432585,218.37,220.58
2080Ti_v1.1_logs,128,6017972,222.07,224.33
2080Ti_v1.1_logs,16,5319527,196.08,199.29
2080Ti_v1.1_logs,64,5532933,219.62,222.78
2080Ti_v1.1_logs,256,6459420,229.48,232.43
2080Ti_v1.1_logs,16,6049108,191.51,195.57
2080Ti_v1.1_logs,32,5699111,198.83,200.86
2080Ti_v1.1_logs,64,5743962,221.71,224.14
2080Ti_v1.1_logs,32,5478490,197.66,199.88
2080Ti_v1.1_logs,32,5604426,197.76,199.64
2080Ti_v1.1_logs,128,6517018,223.63,226.09
2080Ti_v1.1_logs,256,5674277,233.43,235.69
2080Ti_v1.1_logs,128,5992951,222.93,224.99
2080Ti_v1.1_logs,64,6907155,211.32,214.34
2080Ti_v1.1_logs,256,6472894,228.48,230.85
2080Ti_v1.1_logs,256,6392564,228.35,231.32
2080Ti_v1.1_logs,32,5693315,201.65,205.11
A40_v1.1_logs,128,4311986,279.72,282.07
A40_v1.1_logs,16,4563081,278.33,280.96
A40_v1.1_logs,256,4596106,279.61,281.88
A40_v1.1_logs,16,3913559,283.48,286.04
A40_v1.1_logs,16,4228214,284.45,286.76
A40_v1.1_logs,32,4132931,276.49,284.92
A40_v1.1_logs,64,4413927,281.18,285.45
A40_v1.1_logs,128,4541193,279.59,282.52
A40_v1.1_logs,256,4361119,279.42,282.01
A40_v1.1_logs,256,4313149,280.00,282.80
A40_v1.1_logs,128,4539188,279.17,281.71
A40_v1.1_logs,256,4320673,279.46,282.02
A40_v1.1_logs,256,4411813,282.58,285.32
A40_v1.1_logs,256,4384904,279.45,281.97
A40_v1.1_logs,32,4897630,278.14,280.68
A40_v1.1_logs,128,4331783,279.88,281.96
A40_v1.1_logs,32,4462834,283.65,286.43
A40_v1.1_logs,256,4537506,281.22,284.45
A40_v1.1_logs,64,4681428,282.86,285.09
A40_v1.1_logs,16,4153239,279.10,283.69
A40_v1.1_logs,32,4491237,282.53,283.80
A40_v1.1_logs,256,4310564,279.04,281.65
A40_v1.1_logs,16,3723055,283.45,285.63
A40_v1.1_logs,16,4136874,285.93,288.21
A40_v1.1_logs,16,3727793,285.29,287.48
A40_v1.1_logs,256,4287150,282.77,285.44
A40_v1.1_logs,16,4484901,278.75,281.65
A40_v1.1_logs,64,4670267,284.40,286.94
A40_v1.1_logs,128,4311374,280.75,283.41
A40_v1.1_logs,64,5449065,283.65,285.11
A40_v1.1_logs,128,4584104,282.13,284.47
A40_v1.1_logs,32,4820731,281.88,284.85
A40_v1.1_logs,16,4651622,278.85,281.44
A40_v1.1_logs,64,4390878,285.31,286.60
A40_v1.1_logs,128,4516516,282.23,283.43
A40_v1.1_logs,256,4275008,283.97,286.38
A40_v1.1_logs,16,4710384,278.04,280.67
A40_v1.1_logs,64,4242434,281.78,285.01
A40_v1.1_logs,256,4312888,282.41,285.02
A40_v1.1_logs,16,4214809,278.39,280.74
A40_v1.1_logs,16,3751096,284.13,287.07
A40_v1.1_logs,64,4217875,283.36,284.80
A40_v1.1_logs,128,4341851,281.28,283.60
A40_v1.1_logs,32,4451125,284.51,287.34
A40_v1.1_logs,16,4743343,280.63,283.15
A40_v1.1_logs,16,4722327,275.35,278.08
A40_v1.1_logs,32,4768080,284.77,286.16
A40_v1.1_logs,64,4411930,282.71,285.95
A40_v1.1_logs,32,4463483,283.85,286.22
A40_v1.1_logs,16,3948544,281.61,284.01
A40_v1.1_logs,32,4620407,281.49,282.88
A40_v1.1_logs,256,4393880,280.79,283.90
A40_v1.1_logs,64,4479935,282.37,285.60
A40_v1.1_logs,16,4644171,279.94,282.59
A40_v1.1_logs,16,3840443,278.59,281.79
A40_v1.1_logs,32,4605907,283.31,285.29
A40_v1.1_logs,16,4431204,280.63,283.04
A40_v1.1_logs,64,4461962,285.06,288.16
A40_v1.1_logs,256,4401162,280.44,282.85
A40_v1.1_logs,128,4308329,282.91,285.45
A40_v1.1_logs,128,4497912,280.17,282.50
A40_v1.1_logs,64,4606087,282.98,285.29
A40_v1.1_logs,256,4325082,279.04,281.87
A40_v1.1_logs,32,4492857,285.50,287.54
A40_v1.1_logs,32,3824133,287.00,289.02
A40_v1.1_logs,32,4094446,284.66,286.82
A40_v1.1_logs,32,4329102,282.43,284.13
A40_v1.1_logs,256,4305555,281.41,283.84
A40_v1.1_logs,64,4504946,283.17,284.44
A40_v1.1_logs,256,4324161,281.72,284.51
A40_v1.1_logs,128,4727970,279.90,282.72
A40_v1.1_logs,16,3719979,282.95,285.25
A40_v1.1_logs,64,4556632,286.18,288.31
A40_v1.1_logs,128,4292159,282.35,284.56
A40_v1.1_logs,16,3639600,284.94,287.07
A40_v1.1_logs,16,3730398,284.79,287.21
A40_v1.1_logs,16,4263444,276.45,279.07
A40_v1.1_logs,32,4556158,285.24,288.28
A40_v1.1_logs,32,4634534,282.77,285.51
A40_v1.1_logs,64,4689284,283.13,285.14
A40_v1.1_logs,128,4329679,280.49,283.19
A40_v1.1_logs,128,4318509,279.79,282.75
A40_v1.1_logs,64,4264542,281.57,284.35
A40_v1.1_logs,128,4308770,285.63,288.29
A40_v1.1_logs,16,4442997,279.93,283.52
A40_v1.1_logs,32,4507885,281.51,284.42
A40_v1.1_logs,128,4875834,280.88,282.76
A40_v1.1_logs,16,3765733,280.69,283.99
A40_v1.1_logs,32,4295790,281.31,282.81
A40_v1.1_logs,16,4768239,278.55,281.07
A40_v1.1_logs,64,4859769,277.40,280.02
A40_v1.1_logs,64,4312883,282.09,284.92
A40_v1.1_logs,16,3855150,281.64,283.79
A40_v1.1_logs,128,4629567,283.62,285.70
A40_v1.1_logs,256,4358404,280.34,283.12
A40_v1.1_logs,64,4504986,282.74,285.64
A40_v1.1_logs,128,4294423,281.93,284.76
A40_v1.1_logs,64,4236710,279.45,285.12
A40_v1.1_logs,256,5656305,279.33,282.16
A40_v1.1_logs,32,4450661,286.83,288.42
A40_v1.1_logs,16,4667504,269.78,272.49
A40_v1.1_logs,128,4293602,283.56,286.28
A40_v1.1_logs,32,5359318,280.66,282.57
A40_v1.1_logs,16,3879310,285.36,287.97
A40_v1.1_logs,16,4152855,279.49,281.93
A40_v1.1_logs,16,4098077,276.64,283.09
A40_v1.1_logs,128,4488885,280.27,283.07
A40_v1.1_logs,16,3692057,281.38,284.28
A40_v1.1_logs,256,4694029,279.79,282.54
A40_v1.1_logs,64,4635926,284.43,285.90
A40_v1.1_logs,16,4342065,277.79,280.29
A40_v1.1_logs,256,4328067,280.25,283.27
QRTX8000_v1.1_logs,16,5882342,174.27,176.37
QRTX8000_v1.1_logs,256,5867987,199.98,202.18
QRTX8000_v1.1_logs,32,5922678,188.14,190.58
QRTX8000_v1.1_logs,128,5969603,196.72,198.89
QRTX8000_v1.1_logs,32,5848633,175.73,177.21
QRTX8000_v1.1_logs,16,5854724,174.43,176.53
QRTX8000_v1.1_logs,256,6744722,198.87,201.17
QRTX8000_v1.1_logs,32,5877841,175.83,177.27
QRTX8000_v1.1_logs,256,6766571,198.54,200.66
QRTX8000_v1.1_logs,32,5984090,175.66,177.24
QRTX8000_v1.1_logs,64,5904056,189.12,191.37
QRTX8000_v1.1_logs,16,5880682,174.32,176.33
QRTX8000_v1.1_logs,256,6411883,198.49,200.75
QRTX8000_v1.1_logs,32,5881311,175.72,177.18
QRTX8000_v1.1_logs,16,6111990,173.52,175.65
QRTX8000_v1.1_logs,32,5877781,175.76,177.20
QRTX8000_v1.1_logs,16,5850848,174.41,176.36
QRTX8000_v1.1_logs,32,6153221,173.64,175.68
QRTX8000_v1.1_logs,256,6720892,195.03,197.81
QRTX8000_v1.1_logs,32,5853183,187.71,190.00
QRTX8000_v1.1_logs,256,5992810,202.66,204.89
QRTX8000_v1.1_logs,16,5857969,173.79,175.92
QRTX8000_v1.1_logs,16,5860010,174.40,176.48
QRTX8000_v1.1_logs,256,5996398,200.95,203.11
QRTX8000_v1.1_logs,32,5851178,176.56,179.05
QRTX8000_v1.1_logs,64,6838661,184.08,186.31
QRTX8000_v1.1_logs,64,5989948,189.99,192.09
QRTX8000_v1.1_logs,128,5861420,198.52,200.74
QRTX8000_v1.1_logs,64,5937092,194.57,196.72
QRTX8000_v1.1_logs,16,5858919,174.19,176.20
QRTX8000_v1.1_logs,64,6734242,186.63,188.90
QRTX8000_v1.1_logs,32,5868163,181.43,183.92
QRTX8000_v1.1_logs,16,6020969,173.10,175.19
QRTX8000_v1.1_logs,128,5888077,196.48,198.77
QRTX8000_v1.1_logs,128,5868460,198.53,200.80
QRTX8000_v1.1_logs,16,5857253,173.85,176.00
QRTX8000_v1.1_logs,16,5922747,173.73,175.95
QRTX8000_v1.1_logs,256,5881304,201.48,203.79
QRTX8000_v1.1_logs,64,6724793,186.94,189.18
QRTX8000_v1.1_logs,128,6182775,195.27,197.36
QRTX8000_v1.1_logs,16,5919645,173.92,176.10
QRTX8000_v1.1_logs,32,5858754,175.79,177.38
QRTX8000_v1.1_logs,256,5857854,201.79,204.04
QRTX8000_v1.1_logs,64,5854060,191.67,193.93
QRTX8000_v1.1_logs,128,6747032,193.16,195.27
QRTX8000_v1.1_logs,64,5948275,193.06,195.25
QRTX8000_v1.1_logs,64,5905006,196.00,197.49
QRTX8000_v1.1_logs,64,5898613,190.81,192.95
QRTX8000_v1.1_logs,32,5872238,184.74,187.05
QRTX8000_v1.1_logs,256,6746542,198.50,200.68
QRTX8000_v1.1_logs,64,6699630,185.46,187.67
QRTX8000_v1.1_logs,256,5893788,200.03,202.30
QRTX8000_v1.1_logs,64,6731435,184.36,186.59
QRTX8000_v1.1_logs,64,6753941,182.58,184.76
QRTX8000_v1.1_logs,256,6657631,198.67,200.55
QRTX8000_v1.1_logs,128,6092343,199.02,201.27
QRTX8000_v1.1_logs,64,6050363,189.20,191.34
QRTX8000_v1.1_logs,64,6193032,187.24,189.45
QRTX8000_v1.1_logs,128,5853326,198.07,200.30
QRTX8000_v1.1_logs,32,6043445,175.26,176.84
QRTX8000_v1.1_logs,64,6766046,184.29,186.46
QRTX8000_v1.1_logs,64,5851746,193.09,195.14
QRTX8000_v1.1_logs,16,5859100,173.92,175.94
QRTX8000_v1.1_logs,256,6731806,198.78,201.00
QRTX8000_v1.1_logs,128,5910568,198.77,200.90
QRTX8000_v1.1_logs,128,6071543,195.39,197.49
QRTX8000_v1.1_logs,64,5978144,194.95,197.18
QRTX8000_v1.1_logs,16,5989007,173.79,175.97
QRTX8000_v1.1_logs,256,6734168,198.23,200.50
QRTX8000_v1.1_logs,32,5954233,185.30,187.74
QRTX8000_v1.1_logs,16,5888847,174.59,176.64
QRTX8000_v1.1_logs,16,5874505,174.39,176.66
QRTX8000_v1.1_logs,128,5857777,199.59,201.89
QRTX8000_v1.1_logs,128,6778736,193.41,195.49
QRTX8000_v1.1_logs,256,6780745,198.63,200.90
QRTX8000_v1.1_logs,32,5960440,178.25,180.26
QRTX8000_v1.1_logs,16,5922985,173.40,175.65
QRTX8000_v1.1_logs,256,5861088,201.34,203.59
QRTX8000_v1.1_logs,128,5946879,197.45,199.37
QRTX8000_v1.1_logs,16,5859683,174.29,176.47
QRTX8000_v1.1_logs,256,5860333,201.34,203.59
QRTX8000_v1.1_logs,32,5863533,176.01,177.54
QRTX8000_v1.1_logs,128,5987912,199.62,201.99
QRTX8000_v1.1_logs,64,6728788,182.70,184.87
QRTX8000_v1.1_logs,32,5906830,179.60,182.06
QRTX8000_v1.1_logs,128,5861202,195.07,197.29
QRTX8000_v1.1_logs,128,5862181,197.29,199.42
QRTX8000_v1.1_logs,64,6733841,182.50,184.65
QRTX8000_v1.1_logs,32,5904204,176.09,177.53
QRTX8000_v1.1_logs,256,6690349,197.23,199.30
QRTX8000_v1.1_logs,256,5875073,201.55,203.77
QRTX8000_v1.1_logs,16,5894910,174.93,177.53
QRTX8000_v1.1_logs,128,6985176,193.60,195.71
QRTX8000_v1.1_logs,128,7002265,193.13,195.19
QRTX8000_v1.1_logs,128,6718623,194.18,196.32
QRTX8000_v1.1_logs,32,5866709,181.99,184.37
QRTX8000_v1.1_logs,256,6665156,198.74,200.91
QRTX8000_v1.1_logs,16,5868721,173.77,176.16
QRTX8000_v1.1_logs,16,5964776,173.90,175.51
QRTX8000_v1.1_logs,128,6894072,190.74,193.39
QRTX8000_v1.1_logs,32,6452848,184.93,187.22
T4_v1.1_logs,128,13747577,122.52,123.65
T4_v1.1_logs,32,13535036,93.62,95.10
T4_v1.1_logs,32,13799032,99.43,100.60
T4_v1.1_logs,256,13781614,128.47,128.99
T4_v1.1_logs,32,13640842,93.28,94.39
T4_v1.1_logs,32,13797259,99.12,100.34
T4_v1.1_logs,32,13799723,97.92,99.23
T4_v1.1_logs,256,13618938,126.97,127.60
T4_v1.1_logs,64,13824247,114.15,114.96
T4_v1.1_logs,16,13621677,84.20,85.71
T4_v1.1_logs,256,13619627,127.72,128.36
T4_v1.1_logs,32,13625858,97.99,98.90
T4_v1.1_logs,128,13827277,121.30,121.97
T4_v1.1_logs,16,13412508,85.19,86.30
T4_v1.1_logs,256,13621320,127.62,128.28
T4_v1.1_logs,128,13505852,121.51,122.02
T4_v1.1_logs,256,13720838,126.59,127.20
T4_v1.1_logs,128,13786821,122.85,123.63
T4_v1.1_logs,64,13451204,111.52,112.33
T4_v1.1_logs,32,13920738,96.33,97.53
T4_v1.1_logs,32,13783503,99.29,100.42
T4_v1.1_logs,128,13624129,121.49,122.36
T4_v1.1_logs,64,13699797,115.17,115.95
T4_v1.1_logs,64,13717676,115.53,116.01
T4_v1.1_logs,64,13635510,113.09,113.57
T4_v1.1_logs,32,13621107,97.09,98.44
T4_v1.1_logs,128,13714379,121.59,122.23
T4_v1.1_logs,256,13751325,127.89,128.59
T4_v1.1_logs,128,13641722,121.52,122.16
T4_v1.1_logs,256,13705460,128.35,129.02
T4_v1.1_logs,16,13704333,78.04,79.10
T4_v1.1_logs,128,13746976,122.41,122.95
T4_v1.1_logs,32,13708119,95.33,96.54
T4_v1.1_logs,16,13695348,78.46,79.72
T4_v1.1_logs,16,13569434,85.17,86.34
T4_v1.1_logs,16,13681966,78.33,79.34
T4_v1.1_logs,32,13433562,95.11,96.40
T4_v1.1_logs,256,13442415,128.38,128.67
T4_v1.1_logs,256,13434320,126.21,126.80
T4_v1.1_logs,16,13625144,84.77,86.23
T4_v1.1_logs,32,13425758,93.02,94.44
T4_v1.1_logs,256,13742087,127.60,128.27
T4_v1.1_logs,128,13647162,121.82,122.29
T4_v1.1_logs,16,13515813,86.80,88.13
T4_v1.1_logs,16,13587975,81.30,82.15
T4_v1.1_logs,16,13653161,78.87,80.47
T4_v1.1_logs,128,13856947,123.15,123.63
T4_v1.1_logs,128,13685721,122.79,123.48
T4_v1.1_logs,128,13459719,122.09,122.84
T4_v1.1_logs,32,13899991,94.11,95.45
T4_v1.1_logs,256,13723272,127.68,128.44
T4_v1.1_logs,16,13514787,85.47,86.51
T4_v1.1_logs,64,13711555,115.53,116.50
T4_v1.1_logs,128,13435163,122.77,123.50
T4_v1.1_logs,32,13699943,96.13,97.50
T4_v1.1_logs,256,13702864,127.98,128.59
T4_v1.1_logs,16,13697796,83.76,85.73
T4_v1.1_logs,32,13710844,94.21,95.61
T4_v1.1_logs,64,13789867,116.00,116.94
T4_v1.1_logs,64,13717371,114.95,115.64
T4_v1.1_logs,128,13695764,122.14,123.02
T4_v1.1_logs,256,13665987,128.96,129.38
T4_v1.1_logs,64,13621965,111.66,112.55
T4_v1.1_logs,32,13620223,98.57,99.83
T4_v1.1_logs,256,13654123,127.11,127.79
T4_v1.1_logs,64,13438019,112.29,113.04
T4_v1.1_logs,16,13639937,85.23,86.98
T4_v1.1_logs,64,13426869,111.80,112.67
T4_v1.1_logs,16,13697810,80.20,82.76
T4_v1.1_logs,128,13656881,121.91,122.42
T4_v1.1_logs,64,13651436,113.14,113.73
T4_v1.1_logs,128,13439107,121.13,121.98
T4_v1.1_logs,16,13788476,78.01,78.80
T4_v1.1_logs,128,13613555,122.73,123.59
T4_v1.1_logs,16,13433553,85.61,86.99
T4_v1.1_logs,32,13714393,96.83,98.08
T4_v1.1_logs,64,13742307,113.93,114.49
T4_v1.1_logs,128,13688055,122.74,123.42
T4_v1.1_logs,16,13641489,87.42,89.06
T4_v1.1_logs,256,13518739,127.58,128.13
T4_v1.1_logs,256,13673348,127.46,128.13
T4_v1.1_logs,256,13429639,127.39,127.99
T4_v1.1_logs,16,13723349,80.76,83.10
T4_v1.1_logs,16,13770362,80.49,82.84
T4_v1.1_logs,64,13714740,112.13,112.90
T4_v1.1_logs,64,13721038,113.11,113.91
T4_v1.1_logs,128,13729674,121.12,121.69
T4_v1.1_logs,32,13381847,95.07,96.44
T4_v1.1_logs,256,13403640,127.71,128.57
T4_v1.1_logs,128,13603490,121.92,122.61
T4_v1.1_logs,16,13499017,82.25,83.18
T4_v1.1_logs,32,13785464,92.90,94.21
T4_v1.1_logs,64,13795938,111.94,112.83
T4_v1.1_logs,64,13755392,111.36,112.07
T4_v1.1_logs,64,13729924,115.58,116.60
T4_v1.1_logs,32,13708742,97.39,98.14
T4_v1.1_logs,16,13709473,78.33,81.06
T4_v1.1_logs,256,13672268,128.09,128.65
T4_v1.1_logs,64,13432589,111.93,112.65
T4_v1.1_logs,256,13729846,128.35,128.84
T4_v1.1_logs,64,13809354,114.56,115.11
L40S_v4.1_logs,256,1616449,784.08,838.95
L40S_v4.1_logs,256,1609307,779.43,835.00
L40S_v4.1_logs,16,1413843,727.29,773.49
L40S_v4.1_logs,128,1591012,762.43,815.18
L40S_v4.1_logs,64,1602815,738.49,788.37
L40S_v4.1_logs,64,1589895,738.10,788.09
L40S_v4.1_logs,256,1590190,780.43,835.15
L40S_v4.1_logs,16,1491165,690.30,733.39
L40S_v4.1_logs,64,1549281,742.30,791.83
L40S_v4.1_logs,256,1592981,782.45,838.33
L40S_v4.1_logs,256,1597408,781.37,836.92
L40S_v4.1_logs,128,1605557,764.78,817.61
L40S_v4.1_logs,16,1490069,690.44,732.83
L40S_v4.1_logs,256,1474138,796.55,853.38
L40S_v4.1_logs,32,1505503,714.76,760.21
L40S_v4.1_logs,32,1382522,759.30,812.50
L40S_v4.1_logs,64,1589709,742.27,792.98
L40S_v4.1_logs,64,1468370,779.40,834.98
L40S_v4.1_logs,16,1519838,688.82,727.94
L40S_v4.1_logs,16,1481110,690.25,731.77
L40S_v4.1_logs,128,1631867,762.61,815.53
L40S_v4.1_logs,64,1468933,780.19,835.43
L40S_v4.1_logs,16,1512811,687.78,728.78
L40S_v4.1_logs,16,1510456,685.84,726.79
L40S_v4.1_logs,256,1597120,783.22,838.11
L40S_v4.1_logs,16,1369569,740.68,788.37
L40S_v4.1_logs,32,1493526,716.97,762.17
L40S_v4.1_logs,128,1477747,791.47,848.79
L40S_v4.1_logs,16,1384990,748.11,796.87
L40S_v4.1_logs,128,1471599,791.46,846.67
L40S_v4.1_logs,128,1589301,762.51,815.01
L40S_v4.1_logs,64,1593945,741.83,792.23
L40S_v4.1_logs,256,1595904,783.31,838.05
L40S_v4.1_logs,256,1478684,797.50,854.78
L40S_v4.1_logs,256,1593910,781.16,836.30
L40S_v4.1_logs,128,1580753,766.52,819.12
L40S_v4.1_logs,16,1509165,682.71,724.99
L40S_v4.1_logs,32,1488631,715.98,761.24
L40S_v4.1_logs,128,1599743,764.04,817.69
L40S_v4.1_logs,256,1465573,797.47,854.81
L40S_v4.1_logs,128,1500886,788.17,844.19
L40S_v4.1_logs,64,1465344,781.72,836.46
L40S_v4.1_logs,128,1589298,762.06,815.41
L40S_v4.1_logs,256,1502256,798.62,856.61
L40S_v4.1_logs,128,1588382,764.57,817.96
L40S_v4.1_logs,16,1488006,687.49,730.36
L40S_v4.1_logs,32,1484175,719.70,764.60
L40S_v4.1_logs,16,1531870,672.88,712.86
L40S_v4.1_logs,16,1358258,741.83,792.61
L40S_v4.1_logs,256,1468996,798.67,856.69
L40S_v4.1_logs,64,1487757,773.97,828.31
L40S_v4.1_logs,256,1598538,783.96,839.88
L40S_v4.1_logs,16,1509048,691.31,733.03
L40S_v4.1_logs,64,1596106,740.71,790.17
L40S_v4.1_logs,16,1375299,744.64,793.56
L40S_v4.1_logs,64,1584677,742.36,792.06
L40S_v4.1_logs,32,1371571,759.38,810.99
L40S_v4.1_logs,32,1504173,713.49,760.30
L40S_v4.1_logs,32,1501400,716.17,763.04
L40S_v4.1_logs,64,1475793,777.15,832.20
L40S_v4.1_logs,32,1366078,763.42,815.62
L40S_v4.1_logs,256,1467961,801.16,859.05
L40S_v4.1_logs,64,1476157,775.17,831.32
L40S_v4.1_logs,64,1600843,741.13,789.98
L40S_v4.1_logs,256,1475398,798.85,857.77
L40S_v4.1_logs,32,1510791,714.46,759.60
L40S_v4.1_logs,32,1493778,719.52,762.71
L40S_v4.1_logs,16,1374614,746.31,794.08
L40S_v4.1_logs,64,1474533,780.62,837.19
L40S_v4.1_logs,16,1487141,689.44,731.36
L40S_v4.1_logs,128,1501281,791.30,848.44
L40S_v4.1_logs,256,1466456,798.65,856.66
L40S_v4.1_logs,64,1538435,737.46,789.40
L40S_v4.1_logs,16,1494311,687.76,729.60
L40S_v4.1_logs,16,1499672,685.83,726.96
L40S_v4.1_logs,16,1365185,744.19,792.59
L40S_v4.1_logs,16,1354266,743.92,796.31
L40S_v4.1_logs,16,1420074,722.28,770.84
L40S_v4.1_logs,16,1380783,736.44,792.00
L40S_v4.1_logs,32,1497036,717.85,763.77
L40S_v4.1_logs,16,1481488,694.39,736.83
L40S_v4.1_logs,256,1593028,784.52,839.45
L40S_v4.1_logs,128,1598867,766.21,819.54
L40S_v4.1_logs,128,1464888,792.06,849.27
L40S_v4.1_logs,32,1511621,714.79,760.87
L40S_v4.1_logs,16,1381026,740.68,792.64
L40S_v4.1_logs,32,1393796,757.93,808.93
L40S_v4.1_logs,256,1608041,779.35,835.10
L40S_v4.1_logs,16,1390947,736.32,786.29
L40S_v4.1_logs,64,1600917,743.00,793.80
L40S_v4.1_logs,16,1367470,741.91,793.33
L40S_v4.1_logs,16,1513953,685.08,726.07
L40S_v4.1_logs,128,1536302,765.50,818.13
L40S_v4.1_logs,256,1597464,780.81,835.98
L40S_v4.1_logs,128,1608342,761.17,813.43
L40S_v4.1_logs,256,1619833,781.12,835.93
L40S_v4.1_logs,16,1391467,733.68,779.19
L40S_v4.1_logs,32,1492346,718.62,764.96
L40S_v4.1_logs,32,1362167,762.03,817.52
L40S_v4.1_logs,16,1373885,743.90,791.70
L40S_v4.1_logs,32,1493070,717.26,761.45
L40S_v4.1_logs,128,1608758,763.19,815.39
L40S_v4.1_logs,128,1583870,764.05,818.24
L40S_v4.1_logs,128,1540598,762.52,816.73
L40S_v4.1_logs,128,1485943,789.00,846.01
L40S_v4.1_logs,64,1467219,777.53,832.01
L40S_v4.1_logs,64,1585494,745.93,796.88
