QC_condition,mean_pue,std_pue,nb_runs
QC_128,3.5156855053012093,0.10618670854082633,10
QC_16,8.601134280180643,1.1211110338412043,10
QC_256,3.0248521389440715,0.04147905666796499,10
QC_32,6.615941645589002,0.7278228002699624,10
QC_64,4.853450537075493,0.23754892087369095,10
