timestamp,gpu_power
.001824588,37.28
.053125476,48.09
.219175618,48.35
.274209267,49.02
.334218817,49.02
.386728431,48.06
.437825630,48.06
.489515484,48.65
.540919420,48.65
.593394555,48.67
.645638963,48.67
.697144529,48.57
.748691194,48.57
.799709557,48.49
.849354343,48.49
.899562487,48.74
.949681036,48.74
1.000986944,48.51
1.053218126,48.51
1.105212974,48.94
1.156679396,48.94
1.212835784,49.23
1.264509153,49.23
1.316902124,48.89
1.367852772,48.89
1.421706161,48.96
1.473381535,48.96
1.525067241,48.94
1.575501541,48.94
1.626745905,48.81
1.677441787,48.81
1.727818899,48.64
1.778925635,48.64
1.830854838,48.95
1.881742787,48.95
1.933221558,48.98
1.984437530,48.98
2.034781033,48.95
2.086288964,48.71
2.137480466,48.71
2.188917388,48.51
2.241073079,48.51
2.292109826,48.68
2.343441136,48.68
2.393570848,48.66
2.445455115,48.66
2.496467814,48.76
2.546108845,48.76
2.597622096,48.66
2.649051109,48.66
2.699822319,48.74
2.750858576,48.74
2.802551338,48.88
2.854113399,48.88
2.905002401,48.71
2.956591675,48.71
3.006817169,48.78
3.058194523,48.78
3.109385578,48.74
3.160122686,48.74
3.210236710,48.74
3.260408057,48.74
3.310448245,48.83
3.361594703,48.83
3.412836258,48.76
3.465088132,48.76
3.515735237,48.70
3.566462305,48.70
3.617405663,48.75
3.668324919,48.75
3.736914140,49.05
3.798995902,48.49
3.849218575,48.49
3.899847816,48.55
3.950903798,48.55
4.002158787,48.82
4.053272242,48.82
4.104432416,48.77
4.155754078,48.77
4.206090901,49.11
4.257052402,49.11
4.309279476,49.31
4.360849109,49.31
4.411479103,49.32
4.462944948,49.32
4.513669315,49.20
4.565483639,49.20
4.617143830,49.17
4.668866059,49.17
4.720858323,49.25
4.773251908,49.25
4.824691912,49.51
4.876520425,49.51
4.927295976,49.76
4.978627486,49.76
5.029648447,49.47
5.081598437,49.47
5.133017738,49.52
5.184404531,49.52
5.236254079,49.22
5.286787510,49.22
5.338510007,49.60
5.390404967,49.60
5.441925040,49.61
5.493256284,49.61
5.545137184,49.69
5.597191796,49.69
5.648765496,49.26
5.700324062,49.26
5.750581816,52.97
5.802488297,89.55
5.853541249,89.55
5.905445708,52.16
5.959422701,52.16
6.012418793,57.41
6.063395251,57.41
6.114136282,58.25
